"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","country","city","date","revenue_30"
"612",933545,"el Barri Gòtic",41.38123,2.17641,"Apartment","Private room",5,1,3,66,1,30,23,"spain","barcelona","2020-07-17",462
"613",933877,"el Camp d'en Grassot i Gràcia Nova",41.40524,2.16554,"Apartment","Private room",2,1,2,45,3,1125,0,"spain","barcelona","2020-07-17",1350
"614",934979,"la Sagrada Família",41.40223,2.17517,"Apartment","Entire home/apt",8,3,5,115,2,30,0,"spain","barcelona","2020-07-17",3450
"615",935921,"el Parc i la Llacuna del Poblenou",41.39719,2.19045,"Apartment","Private room",2,1,1,45,31,365,29,"spain","barcelona","2020-07-17",45
"616",936734,"el Poble Sec",41.3736,2.15746,"Apartment","Entire home/apt",4,1,2,71,3,30,0,"spain","barcelona","2020-07-17",2130
"617",936781,"la Salut",41.41179,2.15503,"Apartment","Entire home/apt",4,2,3,90,3,100,30,"spain","barcelona","2020-07-17",0
"618",936850,"la Sagrada Família",41.4102,2.17451,"Nature lodge","Entire home/apt",6,3,4,NA,2,90,0,"spain","barcelona","2020-07-17",0
"619",936900,"la Font de la Guatlla",41.36847,2.1432,"Apartment","Entire home/apt",2,1,1,80,5,90,25,"spain","barcelona","2020-07-17",400
"620",937331,"l'Antiga Esquerra de l'Eixample",41.39459,2.15549,"Apartment","Entire home/apt",8,3,5,150,2,1124,29,"spain","barcelona","2020-07-17",150
"621",937547,"l'Antiga Esquerra de l'Eixample",41.38792,2.15224,"Apartment","Entire home/apt",10,4,7,450,4,365,30,"spain","barcelona","2020-07-17",0
"622",937657,"les Corts",41.38481,2.13082,"Apartment","Entire home/apt",5,3,4,100,3,90,6,"spain","barcelona","2020-07-17",2400
"623",938006,"les Corts",41.38657,2.13082,"Apartment","Entire home/apt",4,3,4,100,3,90,0,"spain","barcelona","2020-07-17",3000
"624",939692,"el Poblenou",41.39945,2.19996,"Apartment","Entire home/apt",7,3,8,105,2,1125,26,"spain","barcelona","2020-07-17",420
"625",939792,"el Putxet i el Farró",41.40158,2.15064,"Apartment","Entire home/apt",8,3,7,105,2,1125,30,"spain","barcelona","2020-07-17",0
"626",940338,"la Dreta de l'Eixample",41.39113,2.17072,"Apartment","Entire home/apt",6,2,0,300,2,360,11,"spain","barcelona","2020-07-17",5700
"627",940374,"el Clot",41.41069,2.18888,"Condominium","Entire home/apt",3,1,3,85,1,1125,26,"spain","barcelona","2020-07-17",340
"628",942410,"Provençals del Poblenou",41.40667,2.19547,"Apartment","Entire home/apt",4,2,3,86,6,90,27,"spain","barcelona","2020-07-17",258
"629",945007,"la Sagrada Família",41.40313,2.17292,"Apartment","Entire home/apt",5,2,3,98,2,1125,29,"spain","barcelona","2020-07-17",98
