"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","country","city","date","revenue_30"
"1",6369,"Hispanoamérica",40.45724,-3.67688,"Private room in apartment","Private room",2,1,1,46,1,1125,30,"spain","madrid","2020-08-25",0
"2",21853,"Cármenes",40.40341,-3.74084,"Private room in apartment","Private room",1,1,1,31,4,40,29,"spain","madrid","2020-08-25",31
"3",23001,"Legazpi",40.38695,-3.69304,"Entire apartment","Entire home/apt",6,3,5,60,15,730,0,"spain","madrid","2020-08-25",1800
"4",24805,"Universidad",40.42202,-3.70395,"Entire apartment","Entire home/apt",3,NA,1,92,4,730,27,"spain","madrid","2020-08-25",276
"5",24836,"Justicia",40.41995,-3.69764,"Entire apartment","Entire home/apt",4,2,3,115,3,10,0,"spain","madrid","2020-08-25",3450
"6",26825,"Legazpi",40.38985,-3.69011,"Private room in house","Private room",1,1,1,26,2,1125,23,"spain","madrid","2020-08-25",182
"7",30320,"Sol",40.41552,-3.70346,"Entire apartment","Entire home/apt",2,1,2,65,5,180,30,"spain","madrid","2020-08-25",0
"8",30478,"Embajadores",40.40926,-3.70505,"Private room in apartment","Private room",1,1,1,18,1,1124,29,"spain","madrid","2020-08-25",18
"9",30959,"Embajadores",40.41111,-3.70269,"Entire loft","Entire home/apt",2,1,1,54,3,730,0,"spain","madrid","2020-08-25",1620
"10",37859,"Palacio",40.4198,-3.71078,"Entire apartment","Entire home/apt",5,2,3,140,3,730,30,"spain","madrid","2020-08-25",0
"11",40718,"Justicia",40.41978,-3.6973,"Entire apartment","Entire home/apt",4,1,2,64,3,500,0,"spain","madrid","2020-08-25",1920
"12",40916,"Universidad",40.42096,-3.70428,"Entire apartment","Entire home/apt",3,1,3,90,5,180,30,"spain","madrid","2020-08-25",0
"13",59923,"Palacio",40.41971,-3.71256,"Private room in guest suite","Private room",1,1,1,40,1,30,30,"spain","madrid","2020-08-25",0
"14",62423,"Justicia",40.4208,-3.69878,"Private room in apartment","Private room",3,1,2,26,1,90,30,"spain","madrid","2020-08-25",0
"15",64131,"Peñagrande",40.48409,-3.72257,"Private room in apartment","Private room",2,1,2,21,2,1125,29,"spain","madrid","2020-08-25",21
"16",70059,"Universidad",40.42365,-3.70889,"Entire apartment","Entire home/apt",2,1,1,42,5,365,0,"spain","madrid","2020-08-25",1260
"17",70310,"Universidad",40.42252,-3.7025,"Entire apartment","Entire home/apt",4,1,3,66,28,360,28,"spain","madrid","2020-08-25",132
"18",70315,"Palacio",40.42193,-3.71036,"Entire apartment","Entire home/apt",4,2,3,80,28,180,28,"spain","madrid","2020-08-25",160
