"","country","city","date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30"
"679","belgium","antwerp","2020-05-27",18711244,"Eilandje",51.23106,4.41307,"Apartment","Entire home/apt",2,1,1,0,2,1125,0
"680","belgium","antwerp","2020-05-27",18720632,"Zuid",51.20891,4.4009,"Apartment","Entire home/apt",3,1,2,60,2,1125,0
"681","belgium","antwerp","2020-05-27",18723756,"Stadspark",51.20835,4.40912,"Apartment","Entire home/apt",1,1,1,59,4,15,26
"682","belgium","antwerp","2020-05-27",18732815,"Hoboken - Centrum",51.1768,4.35018,"House","Private room",2,1,1,52,2,1125,30
"683","belgium","antwerp","2020-05-27",18798819,"Stadspark",51.21549,4.41548,"Apartment","Entire home/apt",2,2,2,1250,1,5,0
"684","belgium","antwerp","2020-05-27",18814640,"Borgerhout Intra Muros Noord",51.21539,4.43482,"Apartment","Entire home/apt",4,2,2,80,2,1125,0
"685","belgium","antwerp","2020-05-27",18823301,"Linkeroever",51.22262,4.38204,"House","Entire home/apt",4,2,2,80,3,13,0
"686","belgium","antwerp","2020-05-27",18835003,"Sint-Andries",51.21286,4.39631,"Loft","Entire home/apt",2,1,1,90,2,1125,0
"687","belgium","antwerp","2020-05-27",18848541,"Theaterbuurt-Meir",51.21425,4.40243,"Loft","Entire home/apt",2,1,1,50,15,1124,28
"688","belgium","antwerp","2020-05-27",18913507,"Amandus - Atheneum",51.22632,4.42188,"Townhouse","Entire home/apt",4,1,1,70,1,1000,25
"689","belgium","antwerp","2020-05-27",18927568,"Zuid",51.20561,4.38867,"Apartment","Entire home/apt",6,3,6,180,4,1125,29
"690","belgium","antwerp","2020-05-27",19013331,"Borgerhout Intra Muros Noord",51.21695,4.43705,"Apartment","Entire home/apt",2,1,1,75,2,1125,0
"691","belgium","antwerp","2020-05-27",19028126,"Historisch Centrum",51.22212,4.39978,"Loft","Entire home/apt",2,1,1,95,2,1125,29
"692","belgium","antwerp","2020-05-27",19043207,"Harmonie",51.20816,4.40699,"Apartment","Entire home/apt",2,0,0,90,2,1125,18
"693","belgium","antwerp","2020-05-27",19062948,"Brederode",51.2029,4.39597,"Apartment","Entire home/apt",2,1,2,40,5,1125,29
"694","belgium","antwerp","2020-05-27",19076839,"Brederode",51.20267,4.39874,"Townhouse","Private room",2,1,1,31,3,51,0
"695","belgium","antwerp","2020-05-27",19081019,"Zuid",51.20882,4.3926,"Apartment","Entire home/apt",3,2,2,115,1,1125,0
"696","belgium","antwerp","2020-05-27",19091628,"Groenenhoek",51.20194,4.4398,"Townhouse","Entire home/apt",6,3,6,120,2,60,30
"697","belgium","antwerp","2020-05-27",19110362,"Theaterbuurt-Meir",51.21722,4.40489,"Apartment","Entire home/apt",4,1,2,77,1,365,18
"698","belgium","antwerp","2020-05-27",19110897,"Zuid",51.21049,4.39551,"Apartment","Private room",2,1,1,59,2,5,0
"699","belgium","antwerp","2020-05-27",19136647,"Markgrave",51.19575,4.41061,"House","Private room",1,1,1,25,1,1125,0
"700","belgium","antwerp","2020-05-27",19137317,"Markgrave",51.19347,4.40885,"House","Private room",1,1,1,30,1,1125,0
"701","belgium","antwerp","2020-05-27",19139826,"Eilandje",51.23083,4.41748,"Apartment","Entire home/apt",3,2,2,45,44,1125,30
"702","belgium","antwerp","2020-05-27",19139841,"Amandus - Atheneum",51.22362,4.41567,"Apartment","Entire home/apt",3,2,2,150,1,1125,0
"703","belgium","antwerp","2020-05-27",19149378,"Deurne Zuid West",51.20466,4.45763,"Guest suite","Private room",2,0,1,65,1,3,0
"704","belgium","antwerp","2020-05-27",19154934,"Haringrode",51.2028,4.42126,"Apartment","Private room",3,1,3,379,2,1125,0
"705","belgium","antwerp","2020-05-27",19159122,"Eilandje",51.23353,4.4135,"Guest suite","Entire home/apt",6,2,3,350,4,1125,30
"706","belgium","antwerp","2020-05-27",19214587,"Borgerhout Intra Muros Noord",51.21739,4.43294,"Loft","Entire home/apt",4,2,2,149,2,1125,0
"707","belgium","antwerp","2020-05-27",19216293,"Stuivenberg",51.22986,4.423,"Townhouse","Private room",4,2,2,32,2,1125,0
"708","belgium","antwerp","2020-05-27",19232324,"Theaterbuurt-Meir",51.21322,4.40992,"Apartment","Private room",2,1,1,40,1,5,23
"709","belgium","antwerp","2020-05-27",19268619,"Zuid",51.21039,4.39732,"Apartment","Entire home/apt",2,1,1,90,3,1125,0
"710","belgium","antwerp","2020-05-27",19270436,"Centraal Station",51.21341,4.42561,"Apartment","Entire home/apt",2,1,1,60,2,14,30
"711","belgium","antwerp","2020-05-27",19311378,"Centraal Station",51.21777,4.42357,"Apartment","Entire home/apt",3,1,1,68,2,99,30
"712","belgium","antwerp","2020-05-27",19311990,"Centraal Station",51.21815,4.42417,"Apartment","Entire home/apt",4,2,2,99,2,99,30
"713","belgium","antwerp","2020-05-27",19341633,"Zurenborg",51.21055,4.42273,"Townhouse","Private room",2,1,1,75,1,1125,11
"714","belgium","antwerp","2020-05-27",19377082,"Sint-Andries",51.2171,4.39595,"Apartment","Entire home/apt",3,2,2,75,2,1125,0
"715","belgium","antwerp","2020-05-27",19380026,"Harmonie",51.20682,4.40555,"Loft","Entire home/apt",4,2,2,115,2,1125,0
"716","belgium","antwerp","2020-05-27",19408127,"Deurne Oost",51.21985,4.47164,"Apartment","Entire home/apt",2,0,1,74,2,7,0
"717","belgium","antwerp","2020-05-27",19421923,"Amandus - Atheneum",51.22292,4.41949,"Apartment","Entire home/apt",1,1,1,35,30,90,0
"718","belgium","antwerp","2020-05-27",19503948,"Oud - Merksem",51.23334,4.44275,"Apartment","Entire home/apt",2,1,1,13,2,1125,0
"719","belgium","antwerp","2020-05-27",19545186,"Universiteitsbuurt",51.22061,4.40591,"House","Private room",2,1,1,65,3,3,0
"720","belgium","antwerp","2020-05-27",19561687,"Historisch Centrum",51.22304,4.40183,"Loft","Entire home/apt",4,1,2,97,2,5,0
"721","belgium","antwerp","2020-05-27",19565336,"Borgerhout Intra Muros Zuid",51.21571,4.42703,"Townhouse","Private room",4,2,3,130,5,1125,30
"722","belgium","antwerp","2020-05-27",19578621,"Universiteitsbuurt",51.22341,4.40872,"Apartment","Entire home/apt",4,2,2,125,1,14,0
"723","belgium","antwerp","2020-05-27",19597739,"Historisch Centrum",51.22108,4.39994,"Apartment","Entire home/apt",2,1,1,60,2,1125,26
"724","belgium","antwerp","2020-05-27",19598428,"Zurenborg",51.20806,4.42693,"Townhouse","Entire home/apt",6,3,3,79,1,7,0
"725","belgium","antwerp","2020-05-27",19615621,"Theaterbuurt-Meir",51.2166,4.40604,"Apartment","Entire home/apt",2,1,1,60,3,1125,30
"726","belgium","antwerp","2020-05-27",19618674,"Eilandje",51.23061,4.41926,"Apartment","Entire home/apt",3,2,2,60,29,1125,8
"727","belgium","antwerp","2020-05-27",19657683,"Stuivenberg",51.22096,4.43711,"House","Private room",1,1,1,25,1,1125,0
"728","belgium","antwerp","2020-05-27",19660879,"Theaterbuurt-Meir",51.21527,4.40452,"Apartment","Entire home/apt",2,1,1,40,2,10,0
"729","belgium","antwerp","2020-05-27",19665216,"Amandus - Atheneum",51.22782,4.42251,"Apartment","Entire home/apt",1,1,1,40,1,1125,29
"730","belgium","antwerp","2020-05-27",19670325,"Historisch Centrum",51.22326,4.40257,"Apartment","Entire home/apt",3,1,2,75,4,1125,29
"731","belgium","antwerp","2020-05-27",19678438,"Harmonie",51.20524,4.40506,"Loft","Entire home/apt",4,2,2,110,2,1125,0
"732","belgium","antwerp","2020-05-27",19698195,"Universiteitsbuurt",51.22388,4.41373,"Apartment","Entire home/apt",6,2,3,50,1,1125,4
"733","belgium","antwerp","2020-05-27",19710921,"Brederode",51.20584,4.39576,"Apartment","Entire home/apt",2,1,1,50,3,1125,0
"734","belgium","antwerp","2020-05-27",19723966,"Historisch Centrum",51.21914,4.39952,"Apartment","Entire home/apt",4,1,2,100,1,365,0
"735","belgium","antwerp","2020-05-27",19733115,"Oud - Berchem",51.19734,4.42086,"Townhouse","Private room",2,1,1,40,2,7,0
"736","belgium","antwerp","2020-05-27",19757507,"Oosterveld - Elsdonk",51.17174,4.42986,"Apartment","Entire home/apt",5,2,3,100,2,1125,0
"737","belgium","antwerp","2020-05-27",19763523,"Historisch Centrum",51.22482,4.40054,"Apartment","Entire home/apt",2,1,1,100,2,1125,27
"738","belgium","antwerp","2020-05-27",19784090,"Haringrode",51.2011,4.4231,"Apartment","Entire home/apt",2,1,1,45,2,7,0
"739","belgium","antwerp","2020-05-27",19798020,"Oosterveld - Elsdonk",51.17864,4.42264,"Apartment","Private room",2,1,1,60,2,10,29
"740","belgium","antwerp","2020-05-27",19815144,"Stuivenberg",51.21891,4.4308,"Townhouse","Entire home/apt",3,1,2,75,2,1125,22
"741","belgium","antwerp","2020-05-27",19815511,"Groenenhoek",51.19875,4.43969,"Apartment","Private room",3,1,2,35,2,3,0
"742","belgium","antwerp","2020-05-27",19817915,"Borgerhout Intra Muros Zuid",51.21055,4.43826,"House","Private room",2,1,1,35,1,1125,0
"743","belgium","antwerp","2020-05-27",19820483,"Dam",51.23371,4.42773,"Apartment","Private room",2,1,1,30,1,1125,0
"744","belgium","antwerp","2020-05-27",19841063,"Theaterbuurt-Meir",51.21299,4.40429,"Apartment","Entire home/apt",3,1,2,115,7,1125,0
"745","belgium","antwerp","2020-05-27",19861514,"Historisch Centrum",51.21785,4.40112,"Apartment","Entire home/apt",3,1,1,55,1,1125,20
"746","belgium","antwerp","2020-05-27",19867314,"Historisch Centrum",51.21807,4.39922,"Apartment","Entire home/apt",4,1,1,65,1,1124,30
"747","belgium","antwerp","2020-05-27",19875796,"Amandus - Atheneum",51.22846,4.41419,"Townhouse","Entire home/apt",8,4,4,230,2,1125,0
"748","belgium","antwerp","2020-05-27",19884166,"Theaterbuurt-Meir",51.21502,4.40819,"Apartment","Entire home/apt",2,1,1,79,1125,1125,30
"749","belgium","antwerp","2020-05-27",19885078,"Borgerhout Intra Muros Noord",51.21802,4.43673,"Townhouse","Private room",2,1,1,38,2,6,0
"750","belgium","antwerp","2020-05-27",19888546,"Markgrave",51.19596,4.40904,"Loft","Entire home/apt",4,2,2,195,1,1125,19
"751","belgium","antwerp","2020-05-27",19888690,"Theaterbuurt-Meir",51.216,4.40276,"Loft","Entire home/apt",4,1,2,150,1,1125,30
"752","belgium","antwerp","2020-05-27",19917164,"Hoboken - West",51.18489,4.34611,"House","Private room",2,1,1,35,1,1125,0
"753","belgium","antwerp","2020-05-27",19929145,"Historisch Centrum",51.21859,4.40428,"Apartment","Entire home/apt",5,2,5,133,3,30,26
"754","belgium","antwerp","2020-05-27",19938495,"Deurne Dorp - Gallifort",51.22454,4.46846,"House","Private room",2,1,1,35,2,1122,30
"755","belgium","antwerp","2020-05-27",19964460,"Oosterveld - Elsdonk",51.17227,4.42985,"Apartment","Private room",2,1,1,55,1,1125,0
"756","belgium","antwerp","2020-05-27",19964758,"Oosterveld - Elsdonk",51.17153,4.42844,"Apartment","Private room",2,1,1,55,1,1125,0
"757","belgium","antwerp","2020-05-27",19989893,"Haringrode",51.20164,4.41525,"Townhouse","Entire home/apt",3,1,2,55,7,1125,0
"758","belgium","antwerp","2020-05-27",19991884,"Theaterbuurt-Meir",51.21507,4.4095,"Apartment","Entire home/apt",2,1,1,75,5,100,18
"759","belgium","antwerp","2020-05-27",19997718,"Groenenhoek",51.19986,4.44069,"Apartment","Entire home/apt",2,2,4,40,4,1124,25
"760","belgium","antwerp","2020-05-27",20043853,"Borgerhout Intra Muros Zuid",51.21246,4.43986,"Townhouse","Entire home/apt",4,2,3,69,4,1125,0
"761","belgium","antwerp","2020-05-27",20048639,"Theaterbuurt-Meir",51.21091,4.40456,"Apartment","Entire home/apt",4,2,2,99,1,5,1
"762","belgium","antwerp","2020-05-27",20061843,"Borgerhout Extra Muros",51.20418,4.4501,"House","Entire home/apt",5,3,4,130,2,14,0
"763","belgium","antwerp","2020-05-27",20087301,"Historisch Centrum",51.21977,4.40442,"Townhouse","Private room",3,1,2,54,1,1125,30
"764","belgium","antwerp","2020-05-27",20115627,"Centraal Station",51.21132,4.42001,"Apartment","Entire home/apt",2,1,1,60,90,1125,0
"765","belgium","antwerp","2020-05-27",20131004,"Kiel",51.18322,4.385,"Townhouse","Private room",2,1,1,35,4,1125,2
"766","belgium","antwerp","2020-05-27",20142512,"Stuivenberg",51.21939,4.43137,"Apartment","Entire home/apt",2,1,1,50,2,1125,0
"767","belgium","antwerp","2020-05-27",20144490,"Sint-Andries",51.21581,4.39666,"Apartment","Entire home/apt",6,0,2,80,1,1125,0
"768","belgium","antwerp","2020-05-27",20146528,"Theaterbuurt-Meir",51.21555,4.40242,"Apartment","Entire home/apt",7,2,5,150,2,365,0
"769","belgium","antwerp","2020-05-27",20168127,"Brederode",51.19883,4.39311,"House","Private room",2,1,1,47,1,1125,0
"770","belgium","antwerp","2020-05-27",20168816,"Historisch Centrum",51.22106,4.40459,"Townhouse","Private room",2,1,1,44,1,1125,0
"771","belgium","antwerp","2020-05-27",20177425,"Harmonie",51.2086,4.4086,"Apartment","Entire home/apt",2,1,1,60,1,1125,0
"772","belgium","antwerp","2020-05-27",20178191,"Hoogte",51.17654,4.39411,"Apartment","Entire home/apt",2,1,1,50,6,1125,0
"773","belgium","antwerp","2020-05-27",20180851,"Harmonie",51.20011,4.41236,"Apartment","Private room",2,1,1,50,1,40,0
"774","belgium","antwerp","2020-05-27",20220174,"Historisch Centrum",51.2194,4.40456,"Serviced apartment","Entire home/apt",4,1,2,69,1,999,10
"775","belgium","antwerp","2020-05-27",20220543,"Theaterbuurt-Meir",51.21934,4.4056,"Serviced apartment","Entire home/apt",6,2,3,99,1,999,10
"776","belgium","antwerp","2020-05-27",20221733,"Theaterbuurt-Meir",51.21555,4.40555,"Serviced apartment","Entire home/apt",7,3,3,139,1,999,17
"777","belgium","antwerp","2020-05-27",20222242,"Theaterbuurt-Meir",51.21694,4.40633,"Serviced apartment","Entire home/apt",6,2,2,99,1,999,13
"778","belgium","antwerp","2020-05-27",20222569,"Theaterbuurt-Meir",51.21736,4.40586,"Serviced apartment","Entire home/apt",4,2,2,99,1,999,0
"779","belgium","antwerp","2020-05-27",20231202,"Amandus - Atheneum",51.22454,4.4178,"Apartment","Entire home/apt",2,1,0,55,1,30,25
"780","belgium","antwerp","2020-05-27",20231530,"Nieuw - Zuid",51.20628,4.38332,"Apartment","Entire home/apt",4,2,2,125,2,1125,0
"781","belgium","antwerp","2020-05-27",20241456,"Stadspark",51.20293,4.4139,"Apartment","Entire home/apt",2,1,1,55,1,1125,0
"782","belgium","antwerp","2020-05-27",20263685,"Historisch Centrum",51.21972,4.40367,"Apartment","Entire home/apt",2,0,1,70,2,1125,15
"783","belgium","antwerp","2020-05-27",20274674,"Nieuw - Kwartier Oost",51.18323,4.44098,"Apartment","Entire home/apt",3,2,3,95,2,1125,0
"784","belgium","antwerp","2020-05-27",20274885,"Universiteitsbuurt",51.22437,4.40548,"Apartment","Entire home/apt",4,1,1,60,2,1125,22
"785","belgium","antwerp","2020-05-27",20312418,"Centraal Station",51.21868,4.41647,"Serviced apartment","Entire home/apt",4,2,3,94,1,999,16
"786","belgium","antwerp","2020-05-27",20312581,"Stadspark",51.2173,4.41631,"Serviced apartment","Entire home/apt",4,2,3,94,1,999,21
"787","belgium","antwerp","2020-05-27",20312705,"Centraal Station",51.21827,4.41792,"Serviced apartment","Entire home/apt",4,2,3,99,1,999,25
"788","belgium","antwerp","2020-05-27",20312844,"Centraal Station",51.21749,4.41732,"Serviced apartment","Entire home/apt",4,2,3,99,1,999,5
"789","belgium","antwerp","2020-05-27",20313014,"Stadspark",51.21738,4.41607,"Serviced apartment","Entire home/apt",4,2,3,94,1,999,28
"790","belgium","antwerp","2020-05-27",20313135,"Centraal Station",51.21814,4.41585,"Serviced apartment","Entire home/apt",4,2,3,94,1,999,25
"791","belgium","antwerp","2020-05-27",20313261,"Centraal Station",51.21843,4.41587,"Serviced apartment","Entire home/apt",4,2,2,94,1,999,5
"792","belgium","antwerp","2020-05-27",20313375,"Centraal Station",51.21873,4.41782,"Serviced apartment","Entire home/apt",2,1,1,59,1,999,0
"793","belgium","antwerp","2020-05-27",20313546,"Centraal Station",51.21709,4.41811,"Serviced apartment","Entire home/apt",4,2,2,94,1,999,10
"794","belgium","antwerp","2020-05-27",20317514,"Markgrave",51.19683,4.39902,"House","Entire home/apt",6,4,6,125,3,1125,29
"795","belgium","antwerp","2020-05-27",20318096,"Borgerhout Intra Muros Noord",51.21779,4.43415,"Townhouse","Private room",2,1,1,38,1,7,28
"796","belgium","antwerp","2020-05-27",20358454,"Historisch Centrum",51.22394,4.40069,"Apartment","Entire home/apt",4,1,2,79,2,4,0
"797","belgium","antwerp","2020-05-27",20406122,"Stuivenberg",51.21936,4.43544,"Townhouse","Private room",3,0,1,30,2,33,0
"798","belgium","antwerp","2020-05-27",20428165,"Centraal Station",51.21599,4.42673,"Apartment","Private room",2,1,1,25,1,3,0
"799","belgium","antwerp","2020-05-27",20436760,"Theaterbuurt-Meir",51.21935,4.41414,"Apartment","Entire home/apt",2,1,2,50,5,1125,0
"800","belgium","antwerp","2020-05-27",20468209,"Borgerhout Intra Muros Noord",51.2185,4.43602,"Apartment","Private room",1,1,1,25,2,1125,0
"801","belgium","antwerp","2020-05-27",20519741,"Zuid",51.21068,4.39841,"Townhouse","Entire home/apt",6,3,6,190,13,1125,0
"802","belgium","antwerp","2020-05-27",20552691,"Centraal Station",51.21324,4.42731,"Apartment","Entire home/apt",3,1,2,60,1,1125,0
"803","belgium","antwerp","2020-05-27",20614421,"Groenenhoek",51.20003,4.44566,"Apartment","Entire home/apt",3,2,2,59,3,60,17
"804","belgium","antwerp","2020-05-27",20626712,"Theaterbuurt-Meir",51.21749,4.40945,"Apartment","Entire home/apt",2,0,1,90,1,10,0
"805","belgium","antwerp","2020-05-27",20645890,"Borgerhout Intra Muros Noord",51.21909,4.43674,"Townhouse","Entire home/apt",4,2,2,80,2,1125,0
"806","belgium","antwerp","2020-05-27",20676903,"Borgerhout Intra Muros Zuid",51.2092,4.4356,"House","Private room",1,1,1,29,2,1125,0
"807","belgium","antwerp","2020-05-27",20720825,"Linkeroever",51.21927,4.3673,"Apartment","Entire home/apt",4,2,2,27,1,1125,1
"808","belgium","antwerp","2020-05-27",20772851,"Amandus - Atheneum",51.21898,4.422,"Apartment","Private room",4,1,1,40,1,30,0
"809","belgium","antwerp","2020-05-27",20780992,"Borgerhout Intra Muros Zuid",51.215,4.43147,"Apartment","Entire home/apt",5,2,3,150,2,1125,30
"810","belgium","antwerp","2020-05-27",20781256,"Theaterbuurt-Meir",51.21283,4.40564,"Townhouse","Entire home/apt",8,4,5,480,4,1125,23
"811","belgium","antwerp","2020-05-27",20782679,"Stuivenberg",51.22114,4.43487,"House","Private room",2,1,1,30,1,1125,0
"812","belgium","antwerp","2020-05-27",20796226,"Stadspark",51.20846,4.41221,"Apartment","Entire home/apt",3,1,2,79,2,1125,12
"813","belgium","antwerp","2020-05-27",20813248,"Amandus - Atheneum",51.22412,4.41881,"Loft","Entire home/apt",2,1,1,100,4,13,0
"814","belgium","antwerp","2020-05-27",20825768,"Amandus - Atheneum",51.21885,4.4225,"Apartment","Entire home/apt",4,2,2,105,2,99,30
"815","belgium","antwerp","2020-05-27",20842788,"Universiteitsbuurt",51.22581,4.4145,"Apartment","Entire home/apt",6,2,3,115,2,7,0
"816","belgium","antwerp","2020-05-27",20856073,"Stadspark",51.2075,4.41163,"Apartment","Entire home/apt",2,0,1,40,5,1125,30
"817","belgium","antwerp","2020-05-27",20857330,"Zuid",51.20693,4.39197,"Apartment","Entire home/apt",2,1,2,90,4,1125,29
"818","belgium","antwerp","2020-05-27",20858012,"Zuid",51.20601,4.39358,"Apartment","Entire home/apt",2,1,2,90,4,1125,29
"819","belgium","antwerp","2020-05-27",20869520,"Theaterbuurt-Meir",51.21377,4.40316,"Townhouse","Entire home/apt",4,2,4,58,1,365,30
"820","belgium","antwerp","2020-05-27",20877217,"Historisch Centrum",51.21824,4.40147,"Apartment","Entire home/apt",2,1,1,90,1,30,26
"821","belgium","antwerp","2020-05-27",20940073,"Markgrave",51.19698,4.39855,"Apartment","Entire home/apt",2,1,1,50,1,1124,0
"822","belgium","antwerp","2020-05-27",20942852,"Universiteitsbuurt",51.22629,4.41247,"Apartment","Entire home/apt",4,1,2,115,2,30,30
"823","belgium","antwerp","2020-05-27",20944578,"Brederode",51.20315,4.39695,"Apartment","Entire home/apt",1,0,1,30,5,1125,25
"824","belgium","antwerp","2020-05-27",20957741,"Centraal Station",51.215,4.42111,"Apartment","Entire home/apt",2,0,1,63,1,1125,29
"825","belgium","antwerp","2020-05-27",20965905,"Stadspark",51.2162,4.41513,"Condominium","Entire home/apt",2,1,1,95,3,1125,29
"826","belgium","antwerp","2020-05-27",20973963,"Eilandje",51.23329,4.40437,"Apartment","Entire home/apt",2,1,1,70,1,1125,0
"827","belgium","antwerp","2020-05-27",20976030,"Zuid",51.2094,4.39615,"Apartment","Entire home/apt",2,0,1,50,1,4,0
"828","belgium","antwerp","2020-05-27",20976869,"Zuid",51.20964,4.39482,"Apartment","Entire home/apt",4,1,2,60,1,4,0
"829","belgium","antwerp","2020-05-27",20987211,"Amandus - Atheneum",51.22919,4.41758,"Apartment","Entire home/apt",2,1,1,54,28,1125,11
"830","belgium","antwerp","2020-05-27",21003328,"Zuid",51.21254,4.39246,"Other","Private room",2,1,1,103,1,1125,0
"831","belgium","antwerp","2020-05-27",21018720,"Centraal Station",51.2135,4.42136,"Loft","Shared room",1,1,1,25,1,1125,0
"832","belgium","antwerp","2020-05-27",21038110,"Linkeroever",51.21953,4.36651,"Apartment","Private room",2,1,1,80,1,360,1
"833","belgium","antwerp","2020-05-27",21041600,"Zuid",51.20951,4.39763,"Serviced apartment","Hotel room",4,1,2,75,1,1125,0
"834","belgium","antwerp","2020-05-27",21041642,"Tentoonstellingswijk",51.18827,4.39431,"Apartment","Private room",2,1,1,22,2,7,29
"835","belgium","antwerp","2020-05-27",21060741,"Centraal Station",51.21673,4.41998,"Apartment","Private room",2,1,1,40,1,1125,30
"836","belgium","antwerp","2020-05-27",21060824,"Centraal Station",51.21705,4.42058,"Apartment","Private room",2,1,1,40,1,1125,30
"837","belgium","antwerp","2020-05-27",21102559,"Borgerhout Intra Muros Noord",51.21846,4.4327,"Apartment","Entire home/apt",2,1,1,30,30,30,0
"838","belgium","antwerp","2020-05-27",21116070,"Historisch Centrum",51.22063,4.39914,"Apartment","Entire home/apt",7,1,4,90,2,1125,30
"839","belgium","antwerp","2020-05-27",21160052,"Stuivenberg",51.22429,4.42998,"Apartment","Entire home/apt",2,1,1,69,2,1125,29
"840","belgium","antwerp","2020-05-27",21168610,"Historisch Centrum",51.22683,4.40385,"Apartment","Entire home/apt",4,2,2,95,2,10,0
"841","belgium","antwerp","2020-05-27",21194502,"Historisch Centrum",51.22148,4.403,"Apartment","Entire home/apt",4,2,2,60,2,7,0
"842","belgium","antwerp","2020-05-27",21215062,"Brederode",51.19969,4.39452,"Townhouse","Private room",4,2,2,78,1,7,27
"843","belgium","antwerp","2020-05-27",21230307,"Sint-Andries",51.21805,4.39613,"Townhouse","Private room",2,1,1,65,2,14,0
"844","belgium","antwerp","2020-05-27",21264693,"Borgerhout Intra Muros Zuid",51.21325,4.4327,"Loft","Entire home/apt",4,2,2,100,5,1125,29
"845","belgium","antwerp","2020-05-27",21286268,"Hoogte",51.17614,4.40824,"Apartment","Private room",2,2,2,30,1,209,18
"846","belgium","antwerp","2020-05-27",21292888,"Oosterveld - Elsdonk",51.17536,4.41317,"Apartment","Private room",1,1,1,50,7,7,18
"847","belgium","antwerp","2020-05-27",21293696,"Deurne Noord",51.2286,4.46255,"Apartment","Entire home/apt",5,2,3,70,2,1125,0
"848","belgium","antwerp","2020-05-27",21302776,"Sint-Andries",51.21536,4.39875,"Apartment","Private room",2,1,2,60,1,7,0
"849","belgium","antwerp","2020-05-27",21366566,"Borgerhout Intra Muros Zuid",51.21137,4.42935,"Loft","Entire home/apt",2,1,1,130,1,20,0
"850","belgium","antwerp","2020-05-27",21381205,"Centraal Station",51.21716,4.42582,"Condominium","Entire home/apt",6,2,3,120,2,1125,30
"851","belgium","antwerp","2020-05-27",21381692,"Zuid",51.2099,4.39607,"Apartment","Entire home/apt",2,1,1,65,2,1125,0
"852","belgium","antwerp","2020-05-27",21403775,"Amandus - Atheneum",51.22941,4.41647,"Apartment","Entire home/apt",2,1,1,49,2,1125,30
"853","belgium","antwerp","2020-05-27",21419943,"Zurenborg",51.20868,4.42857,"Townhouse","Entire home/apt",2,1,1,65,2,5,0
"854","belgium","antwerp","2020-05-27",21436958,"Zuid",51.20655,4.38764,"Apartment","Entire home/apt",2,1,2,39,90,1125,0
"855","belgium","antwerp","2020-05-27",21464203,"Tuinwijk",51.26648,4.45806,"House","Private room",3,1,2,25,1,5,30
"856","belgium","antwerp","2020-05-27",21503998,"Amandus - Atheneum",51.22364,4.4196,"Apartment","Entire home/apt",2,1,1,44,30,80,0
"857","belgium","antwerp","2020-05-27",21577578,"Stuivenberg",51.22429,4.43528,"Apartment","Entire home/apt",4,1,2,75,2,1125,12
"858","belgium","antwerp","2020-05-27",21578084,"Oosterveld - Elsdonk",51.17667,4.42912,"Apartment","Private room",2,1,1,40,3,1125,0
"859","belgium","antwerp","2020-05-27",21618627,"Stadspark",51.20958,4.4125,"Apartment","Entire home/apt",4,1,1,90,2,1125,0
"860","belgium","antwerp","2020-05-27",21628001,"Borgerhout Intra Muros Noord",51.21835,4.43196,"Apartment","Entire home/apt",4,1,2,59,3,1125,29
"861","belgium","antwerp","2020-05-27",21634310,"Centraal Station",51.21794,4.42568,"Apartment","Entire home/apt",6,3,3,100,2,1125,30
"862","belgium","antwerp","2020-05-27",21638219,"Borgerhout Intra Muros Zuid",51.21419,4.43441,"Apartment","Private room",2,1,2,40,1,1125,5
"863","belgium","antwerp","2020-05-27",21655917,"Stuivenberg",51.22075,4.4375,"Townhouse","Private room",3,1,2,50,1,4,0
"864","belgium","antwerp","2020-05-27",21658316,"Universiteitsbuurt",51.22384,4.40671,"Boutique hotel","Private room",4,0,4,59,1,1125,1
"865","belgium","antwerp","2020-05-27",21718764,"Centraal Station",51.21879,4.41802,"Apartment","Entire home/apt",2,0,1,60,3,1125,29
"866","belgium","antwerp","2020-05-27",21750298,"Nieuw - Kwartier Oost",51.19564,4.43674,"Apartment","Private room",2,1,1,35,1,30,28
"867","belgium","antwerp","2020-05-27",21785615,"Oud - Berchem",51.19344,4.41517,"Apartment","Private room",2,1,1,30,1,1125,0
"868","belgium","antwerp","2020-05-27",21815068,"Historisch Centrum",51.21866,4.40408,"Apartment","Entire home/apt",5,3,3,99,1,1125,0
"869","belgium","antwerp","2020-05-27",21831536,"Historisch Centrum",51.21945,4.39989,"Apartment","Entire home/apt",2,1,1,120,2,1125,30
"870","belgium","antwerp","2020-05-27",21831718,"Historisch Centrum",51.21823,4.39851,"Apartment","Entire home/apt",2,1,1,130,2,1125,30
"871","belgium","antwerp","2020-05-27",21858608,"Deurne Oost",51.23122,4.48194,"Apartment","Private room",2,1,1,20,1,2,0
"872","belgium","antwerp","2020-05-27",21861265,"Dam",51.23571,4.42631,"Loft","Entire home/apt",3,2,2,120,3,60,0
"873","belgium","antwerp","2020-05-27",21864480,"Borgerhout Intra Muros Noord",51.2171,4.43756,"Apartment","Entire home/apt",2,1,1,69,2,1125,0
"874","belgium","antwerp","2020-05-27",21875839,"Sint-Andries",51.21421,4.39164,"Apartment","Entire home/apt",6,3,3,300,2,1125,0
