"","country","city","date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30"
"1","belgium","antwerp","2020-05-27",50904,"Historisch Centrum",51.21858,4.3985,"Boutique hotel","Hotel room",2,1,1,145,1,60,18
"2","belgium","antwerp","2020-05-27",116134,"Eilandje",51.23051,4.40593,"Apartment","Entire home/apt",4,2,2,150,2,30,26
"3","belgium","antwerp","2020-05-27",224333,"Deurne Zuid West",51.19772,4.45853,"House","Private room",2,1,1,16,14,365,0
"4","belgium","antwerp","2020-05-27",224682,"Sint-Andries",51.21722,4.3979,"Apartment","Entire home/apt",3,1,2,105,2,30,30
"5","belgium","antwerp","2020-05-27",328911,"Stadspark",51.21078,4.4105,"Apartment","Entire home/apt",2,1,1,55,15,365,0
"6","belgium","antwerp","2020-05-27",345959,"Markgrave",51.19935,4.40154,"Apartment","Entire home/apt",3,2,2,45,3,90,23
"7","belgium","antwerp","2020-05-27",366252,"Borgerhout Intra Muros Noord",51.21601,4.43432,"Apartment","Private room",2,1,1,31,1,365,30
"8","belgium","antwerp","2020-05-27",445201,"Borgerhout Intra Muros Noord",51.21579,4.43265,"Apartment","Private room",1,2,0,30,5,365,30
"9","belgium","antwerp","2020-05-27",465282,"Harmonie",51.2014,4.40649,"Apartment","Entire home/apt",1,1,1,48,2,1125,0
"10","belgium","antwerp","2020-05-27",522693,"Historisch Centrum",51.22001,4.39813,"Apartment","Entire home/apt",4,1,2,195,2,21,0
"11","belgium","antwerp","2020-05-27",553618,"Eilandje",51.23183,4.40478,"Loft","Entire home/apt",2,1,1,150,2,1125,0
"12","belgium","antwerp","2020-05-27",569956,"Historisch Centrum",51.22397,4.40464,"Apartment","Entire home/apt",2,1,1,60,2,31,0
"13","belgium","antwerp","2020-05-27",573641,"Hoogte",51.18187,4.39381,"Apartment","Entire home/apt",2,1,1,98,3,90,29
"14","belgium","antwerp","2020-05-27",575935,"Hoogte",51.18152,4.39463,"Apartment","Private room",4,2,2,60,2,200,30
"15","belgium","antwerp","2020-05-27",603545,"Harmonie",51.20753,4.40589,"Loft","Entire home/apt",2,1,1,150,2,365,22
"16","belgium","antwerp","2020-05-27",636664,"Borgerhout Intra Muros Zuid",51.21618,4.43037,"Apartment","Entire home/apt",5,2,3,85,2,365,0
"17","belgium","antwerp","2020-05-27",639013,"Borgerhout Intra Muros Noord",51.21748,4.4456,"Townhouse","Private room",2,1,1,85,2,4,0
"18","belgium","antwerp","2020-05-27",685049,"Oud - Berchem",51.19589,4.41443,"House","Private room",3,1,1,65,2,21,0
"19","belgium","antwerp","2020-05-27",685053,"Oud - Berchem",51.19482,4.41339,"House","Private room",3,1,2,120,2,1125,0
"20","belgium","antwerp","2020-05-27",723033,"Stadspark",51.20955,4.41481,"Apartment","Entire home/apt",6,1,6,60,2,30,0
"21","belgium","antwerp","2020-05-27",746729,"Markgrave",51.19536,4.40806,"House","Private room",4,2,3,75,1,5,30
"22","belgium","antwerp","2020-05-27",772842,"Linkeroever",51.21775,4.38434,"Loft","Entire home/apt",2,1,1,75,7,1125,0
"23","belgium","antwerp","2020-05-27",778043,"Stadspark",51.20399,4.41249,"Apartment","Entire home/apt",2,1,1,65,2,21,18
"24","belgium","antwerp","2020-05-27",789555,"Centraal Station",51.2117,4.42665,"Apartment","Entire home/apt",4,1,1,93,2,1125,4
"25","belgium","antwerp","2020-05-27",813969,"Zuid",51.21264,4.39098,"Apartment","Entire home/apt",6,2,3,177,1,365,19
"26","belgium","antwerp","2020-05-27",842077,"Amandus - Atheneum",51.2215,4.42606,"House","Private room",7,1,4,40,1,365,30
"27","belgium","antwerp","2020-05-27",866701,"Amandus - Atheneum",51.2215,4.42606,"House","Private room",7,1,4,40,1,365,30
"28","belgium","antwerp","2020-05-27",890384,"Centraal Station",51.21198,4.4269,"House","Entire home/apt",4,2,4,150,7,1125,0
"29","belgium","antwerp","2020-05-27",891355,"Universiteitsbuurt",51.22043,4.40562,"Townhouse","Private room",2,1,1,85,1,14,25
"30","belgium","antwerp","2020-05-27",891884,"Historisch Centrum",51.21874,4.39835,"Boutique hotel","Hotel room",2,1,1,150,1,1125,18
"31","belgium","antwerp","2020-05-27",891907,"Historisch Centrum",51.21825,4.39901,"Apartment","Entire home/apt",4,2,2,180,2,366,18
"32","belgium","antwerp","2020-05-27",959200,"Borgerhout Intra Muros Noord",51.21596,4.43764,"Apartment","Entire home/apt",2,1,1,48,2,30,12
"33","belgium","antwerp","2020-05-27",961296,"Borgerhout Intra Muros Noord",51.21531,4.44498,"House","Entire home/apt",10,5,5,340,2,30,20
"34","belgium","antwerp","2020-05-27",991824,"Deurne Zuid West",51.20316,4.46015,"Apartment","Entire home/apt",5,3,5,77,1,1125,30
"35","belgium","antwerp","2020-05-27",1038791,"Universiteitsbuurt",51.22252,4.40751,"Apartment","Entire home/apt",2,1,2,62,2,1125,0
"36","belgium","antwerp","2020-05-27",1050693,"Deurne Zuid West",51.20316,4.46015,"Apartment","Entire home/apt",5,3,5,77,1,1125,30
"37","belgium","antwerp","2020-05-27",1105318,"Zuid",51.21024,4.39995,"Apartment","Entire home/apt",2,1,2,75,2,1125,30
"38","belgium","antwerp","2020-05-27",1108491,"Amandus - Atheneum",51.2215,4.42606,"House","Private room",2,1,4,40,1,365,29
"39","belgium","antwerp","2020-05-27",1138959,"Zurenborg",51.20755,4.43175,"House","Private room",2,1,1,35,5,1125,0
"40","belgium","antwerp","2020-05-27",1146375,"Borgerhout Intra Muros Noord",51.21751,4.4298,"Apartment","Entire home/apt",6,2,3,55,1,1125,20
"41","belgium","antwerp","2020-05-27",1159039,"Markgrave",51.19329,4.41189,"Apartment","Entire home/apt",2,1,1,69,2,1121,15
"42","belgium","antwerp","2020-05-27",1172376,"Zuid",51.21026,4.40138,"Apartment","Entire home/apt",2,1,2,80,1,1125,30
"43","belgium","antwerp","2020-05-27",1172826,"Deurne Zuid West",51.19813,4.45807,"House","Private room",2,1,1,16,7,365,19
"44","belgium","antwerp","2020-05-27",1184623,"Eilandje",51.23133,4.41015,"Loft","Entire home/apt",6,2,2,175,2,1125,18
"45","belgium","antwerp","2020-05-27",1209063,"Borgerhout Intra Muros Zuid",51.21053,4.43308,"Apartment","Entire home/apt",2,1,1,77,1,1125,0
"46","belgium","antwerp","2020-05-27",1227242,"Eilandje",51.22775,4.40388,"Boat","Private room",16,10,20,60,1,1125,24
"47","belgium","antwerp","2020-05-27",1266888,"Amandus - Atheneum",51.2229,4.4184,"Apartment","Entire home/apt",4,2,2,90,2,1125,0
"48","belgium","antwerp","2020-05-27",1267516,"Zurenborg",51.207,4.42702,"Apartment","Entire home/apt",2,1,1,179,1,1125,29
"49","belgium","antwerp","2020-05-27",1292916,"Stadspark",51.21432,4.41321,"Apartment","Private room",2,1,1,45,2,1125,0
"50","belgium","antwerp","2020-05-27",1306743,"Historisch Centrum",51.22396,4.40464,"Apartment","Entire home/apt",2,1,1,70,3,1125,0
"51","belgium","antwerp","2020-05-27",1328770,"Eilandje",51.22875,4.40254,"Boat","Private room",16,1,16,60,1,1125,23
"52","belgium","antwerp","2020-05-27",1338036,"Borgerhout Extra Muros",51.19796,4.45632,"Townhouse","Private room",3,2,3,60,3,1125,0
"53","belgium","antwerp","2020-05-27",1405414,"Stadspark",51.21388,4.41573,"Apartment","Entire home/apt",4,2,3,90,3,1125,0
"54","belgium","antwerp","2020-05-27",1427505,"Stadspark",51.21205,4.41315,"Apartment","Entire home/apt",2,1,1,80,10,600,0
"55","belgium","antwerp","2020-05-27",1444602,"Zurenborg",51.20794,4.42839,"Apartment","Entire home/apt",3,2,2,50,4,13,0
"56","belgium","antwerp","2020-05-27",1504952,"Centraal Station",51.21692,4.42749,"Bed and breakfast","Private room",12,4,8,100,1,1125,30
"57","belgium","antwerp","2020-05-27",1534890,"Deurne Noord",51.23229,4.45124,"Other","Private room",8,2,4,35,1,1125,0
"58","belgium","antwerp","2020-05-27",1577011,"Stuivenberg",51.22105,4.42809,"Apartment","Entire home/apt",4,2,2,65,4,1125,4
"59","belgium","antwerp","2020-05-27",1585405,"Deurne Dorp - Gallifort",51.22337,4.46923,"House","Private room",2,1,1,35,2,1125,30
"60","belgium","antwerp","2020-05-27",1666809,"Historisch Centrum",51.22487,4.40336,"Condominium","Entire home/apt",4,2,2,100,2,1125,28
"61","belgium","antwerp","2020-05-27",1708652,"Zurenborg",51.20828,4.42645,"Apartment","Entire home/apt",2,1,1,70,2,1125,30
"62","belgium","antwerp","2020-05-27",1785355,"Stuivenberg",51.22266,4.43502,"Apartment","Private room",2,1,1,36,1,1125,30
"63","belgium","antwerp","2020-05-27",1791465,"Borgerhout Intra Muros Noord",51.21406,4.43907,"Apartment","Entire home/apt",4,2,3,38,3,366,0
"64","belgium","antwerp","2020-05-27",1808782,"Sint-Andries",51.21232,4.39571,"Loft","Entire home/apt",2,1,1,110,2,60,26
"65","belgium","antwerp","2020-05-27",1856023,"Eilandje",51.23192,4.40632,"Apartment","Entire home/apt",2,1,1,65,4,1125,29
"66","belgium","antwerp","2020-05-27",1986344,"Zuid",51.21094,4.39756,"Loft","Entire home/apt",4,1,2,104,4,1125,30
"67","belgium","antwerp","2020-05-27",2059299,"Haringrode",51.20202,4.41754,"Townhouse","Private room",2,1,1,22,2,366,29
"68","belgium","antwerp","2020-05-27",2059774,"Oud - Berchem",51.19714,4.41722,"Apartment","Entire home/apt",3,1,2,85,6,1125,27
"69","belgium","antwerp","2020-05-27",2069688,"Historisch Centrum",51.22642,4.401,"Apartment","Entire home/apt",2,0,1,60,1,1125,30
"70","belgium","antwerp","2020-05-27",2073182,"Stadspark",51.20612,4.41758,"Apartment","Entire home/apt",2,1,2,23,800,1125,29
"71","belgium","antwerp","2020-05-27",2086302,"Groenenhoek",51.1958,4.4392,"Apartment","Entire home/apt",2,1,1,45,30,1125,0
"72","belgium","antwerp","2020-05-27",2133274,"Oosterveld - Elsdonk",51.17635,4.42433,"Bed and breakfast","Private room",2,1,1,75,1,1125,30
"73","belgium","antwerp","2020-05-27",2154692,"Stuivenberg",51.22725,4.43552,"Townhouse","Entire home/apt",3,1,2,49,2,1125,5
"74","belgium","antwerp","2020-05-27",2194840,"Universiteitsbuurt",51.2234,4.41389,"Apartment","Entire home/apt",4,1,2,36,1,1125,4
"75","belgium","antwerp","2020-05-27",2230592,"Deurne Noord",51.22979,4.44464,"Loft","Private room",2,1,1,50,1,1125,28
"76","belgium","antwerp","2020-05-27",2347414,"Borgerhout Intra Muros Noord",51.21711,4.44417,"Bed and breakfast","Private room",2,1,1,85,2,4,0
"77","belgium","antwerp","2020-05-27",2427717,"Theaterbuurt-Meir",51.21659,4.4073,"Apartment","Entire home/apt",4,1,2,110,1,1125,30
"78","belgium","antwerp","2020-05-27",2433570,"Stuivenberg",51.22154,4.4383,"Apartment","Private room",2,1,1,49,2,31,30
"79","belgium","antwerp","2020-05-27",2436964,"Historisch Centrum",51.22257,4.40394,"Loft","Entire home/apt",2,1,1,105,2,60,9
"80","belgium","antwerp","2020-05-27",2448815,"Sint-Andries",51.21699,4.40014,"Bed and breakfast","Private room",2,1,1,165,1,1125,30
"81","belgium","antwerp","2020-05-27",2507353,"Stuivenberg",51.22092,4.42942,"Townhouse","Private room",1,1,1,45,60,1125,0
"82","belgium","antwerp","2020-05-27",2522970,"Theaterbuurt-Meir",51.21861,4.40964,"Apartment","Entire home/apt",4,2,2,98,1,1125,27
"83","belgium","antwerp","2020-05-27",2543695,"Sint-Andries",51.21762,4.39954,"Apartment","Entire home/apt",4,2,2,180,2,366,18
"84","belgium","antwerp","2020-05-27",2602613,"Borgerhout Intra Muros Noord",51.21611,4.43234,"House","Entire home/apt",2,1,1,65,2,1125,0
"85","belgium","antwerp","2020-05-27",2664034,"Historisch Centrum",51.22352,4.40571,"Apartment","Entire home/apt",2,1,1,65,3,1125,0
"86","belgium","antwerp","2020-05-27",2682144,"Zurenborg",51.20923,4.42563,"Loft","Entire home/apt",2,1,1,60,6,1125,1
"87","belgium","antwerp","2020-05-27",2682808,"Oud - Berchem",51.1976,4.42955,"Townhouse","Private room",2,1,1,33,1,1125,30
"88","belgium","antwerp","2020-05-27",2762341,"Amandus - Atheneum",51.22222,4.41709,"Apartment","Entire home/apt",2,0,1,59,4,1125,0
"89","belgium","antwerp","2020-05-27",2819412,"Borgerhout Intra Muros Zuid",51.20914,4.43539,"House","Shared room",8,1,2,36,1,1125,28
"90","belgium","antwerp","2020-05-27",2819790,"Oud - Berchem",51.20056,4.43333,"Bed and breakfast","Private room",16,4,37,450,1,1125,30
"91","belgium","antwerp","2020-05-27",2820108,"Oud - Berchem",51.20179,4.43163,"House","Shared room",16,1,28,44,1,1125,30
"92","belgium","antwerp","2020-05-27",2843276,"Oud - Berchem",51.20143,4.43312,"Hostel","Shared room",16,1,16,48,1,1125,0
"93","belgium","antwerp","2020-05-27",2918528,"Oud - Berchem",51.20031,4.43252,"House","Shared room",16,1,18,18,1,1125,28
"94","belgium","antwerp","2020-05-27",2957381,"Historisch Centrum",51.22318,4.40447,"Apartment","Entire home/apt",4,1,2,65,2,1125,0
"95","belgium","antwerp","2020-05-27",3025379,"Borgerhout Intra Muros Zuid",51.21066,4.42863,"Townhouse","Entire home/apt",6,3,6,140,2,1125,0
"96","belgium","antwerp","2020-05-27",3048594,"Borgerhout Intra Muros Noord",51.21571,4.43311,"Loft","Entire home/apt",8,4,7,335,2,1125,16
"97","belgium","antwerp","2020-05-27",3065963,"Historisch Centrum",51.22493,4.40372,"Apartment","Entire home/apt",2,1,1,59,1,30,0
"98","belgium","antwerp","2020-05-27",3197919,"Harmonie",51.20688,4.40645,"House","Entire home/apt",7,3,4,230,3,25,0
"99","belgium","antwerp","2020-05-27",3202647,"Stadspark",51.21757,4.41641,"Apartment","Entire home/apt",2,1,1,66,10,1125,29
"100","belgium","antwerp","2020-05-27",3203133,"Zurenborg",51.20658,4.42614,"Apartment","Entire home/apt",2,1,1,70,20,1125,0
"101","belgium","antwerp","2020-05-27",3207291,"Stadspark",51.2068,4.41853,"Apartment","Entire home/apt",4,1,1,87,3,1125,0
"102","belgium","antwerp","2020-05-27",3218767,"Borgerhout Intra Muros Noord",51.21803,4.43461,"Apartment","Private room",3,1,0,59,1,30,30
"103","belgium","antwerp","2020-05-27",3268690,"Zuid",51.20495,4.38977,"Apartment","Entire home/apt",4,2,2,109,2,1125,0
"104","belgium","antwerp","2020-05-27",3426775,"Oud - Berchem",51.19816,4.41898,"House","Entire home/apt",8,3,3,110,2,1125,0
"105","belgium","antwerp","2020-05-27",3467654,"Harmonie",51.20605,4.40858,"Apartment","Entire home/apt",2,1,1,55,3,1125,0
"106","belgium","antwerp","2020-05-27",3518676,"Historisch Centrum",51.22392,4.40238,"Apartment","Entire home/apt",5,2,3,95,2,30,21
"107","belgium","antwerp","2020-05-27",3540493,"Amandus - Atheneum",51.21898,4.42506,"Apartment","Entire home/apt",3,0,2,51,2,1125,1
"108","belgium","antwerp","2020-05-27",3609370,"Zuid",51.21253,4.39235,"Apartment","Private room",2,1,1,49,2,1125,0
"109","belgium","antwerp","2020-05-27",3711139,"Borgerhout Intra Muros Noord",51.21756,4.44284,"Apartment","Entire home/apt",2,1,1,40,1,1125,0
"110","belgium","antwerp","2020-05-27",3806718,"Stadspark",51.20618,4.41572,"Apartment","Entire home/apt",2,2,1,110,2,1125,0
"111","belgium","antwerp","2020-05-27",3857702,"Universiteitsbuurt",51.2223,4.40746,"Apartment","Entire home/apt",4,2,2,180,2,1125,0
"112","belgium","antwerp","2020-05-27",3889129,"Oud - Berchem",51.19916,4.41589,"Apartment","Private room",1,1,1,50,1,1125,0
"113","belgium","antwerp","2020-05-27",3894091,"Borgerhout Intra Muros Zuid",51.21154,4.43096,"Apartment","Entire home/apt",2,1,1,65,3,1125,0
"114","belgium","antwerp","2020-05-27",3969576,"Borgerhout Intra Muros Zuid",51.21183,4.44019,"House","Private room",2,1,2,27,1,102,28
"115","belgium","antwerp","2020-05-27",4017995,"Harmonie",51.20767,4.407,"Bed and breakfast","Private room",2,1,1,75,1,7,22
"116","belgium","antwerp","2020-05-27",4026852,"Hoboken - Centrum",51.17582,4.3474,"Townhouse","Private room",2,1,1,55,1,1125,30
"117","belgium","antwerp","2020-05-27",4030176,"Amandus - Atheneum",51.22677,4.41754,"Apartment","Entire home/apt",2,1,1,75,14,60,5
"118","belgium","antwerp","2020-05-27",4032738,"Borgerhout Intra Muros Zuid",51.21432,4.4362,"Apartment","Entire home/apt",3,2,2,58,2,1125,29
"119","belgium","antwerp","2020-05-27",4064854,"Harmonie",51.20835,4.40671,"Bed and breakfast","Private room",2,1,2,75,1,7,22
"120","belgium","antwerp","2020-05-27",4163391,"Eilandje",51.2332,4.41039,"Loft","Entire home/apt",2,1,1,200,2,365,28
"121","belgium","antwerp","2020-05-27",4178600,"Zurenborg",51.20905,4.42731,"House","Private room",2,1,1,60,1,14,30
"122","belgium","antwerp","2020-05-27",4265913,"Stuivenberg",51.21906,4.43022,"Townhouse","Entire home/apt",4,2,3,180,2,1125,24
"123","belgium","antwerp","2020-05-27",4303323,"Universiteitsbuurt",51.22239,4.41097,"Townhouse","Entire home/apt",4,2,4,135,2,1125,28
"124","belgium","antwerp","2020-05-27",4310567,"Universiteitsbuurt",51.22432,4.41492,"Apartment","Entire home/apt",2,1,1,47,2,1125,0
"125","belgium","antwerp","2020-05-27",4322521,"Zuid",51.20582,4.38771,"Apartment","Entire home/apt",8,2,4,89,1,60,6
"126","belgium","antwerp","2020-05-27",4332020,"Markgrave",51.20096,4.40172,"Apartment","Entire home/apt",3,2,1,41,2,14,0
"127","belgium","antwerp","2020-05-27",4399227,"Stadspark",51.20954,4.41171,"Apartment","Entire home/apt",2,1,1,50,1,1125,0
"128","belgium","antwerp","2020-05-27",4444232,"Historisch Centrum",51.22143,4.40283,"Apartment","Private room",2,1,1,40,2,14,29
"129","belgium","antwerp","2020-05-27",4480525,"Eilandje",51.23562,4.41177,"Apartment","Entire home/apt",2,1,1,40,1,1125,0
"130","belgium","antwerp","2020-05-27",4491892,"Harmonie",51.20307,4.40751,"Apartment","Entire home/apt",2,1,1,65,2,1125,0
"131","belgium","antwerp","2020-05-27",4502646,"Sint-Andries",51.21769,4.39833,"Loft","Entire home/apt",4,0,2,75,1,1125,30
"132","belgium","antwerp","2020-05-27",4592434,"Eilandje",51.22946,4.40614,"Apartment","Entire home/apt",4,2,2,150,2,1125,0
"133","belgium","antwerp","2020-05-27",4703827,"Zurenborg",51.20924,4.4251,"Apartment","Private room",3,1,1,36,1,1125,0
"134","belgium","antwerp","2020-05-27",4726962,"Universiteitsbuurt",51.21997,4.4079,"House","Private room",2,1,1,49,3,1125,0
"135","belgium","antwerp","2020-05-27",4733497,"Historisch Centrum",51.21785,4.39927,"Cottage","Entire home/apt",6,4,4,190,2,60,28
"136","belgium","antwerp","2020-05-27",4808747,"Borgerhout Intra Muros Noord",51.21723,4.44101,"House","Entire home/apt",5,2,3,60,1,55,0
"137","belgium","antwerp","2020-05-27",4852878,"Stadspark",51.20554,4.41755,"Apartment","Entire home/apt",2,1,3,25,80,1125,29
"138","belgium","antwerp","2020-05-27",4853047,"Stadspark",51.20282,4.41345,"Apartment","Entire home/apt",2,1,2,25,80,1125,29
"139","belgium","antwerp","2020-05-27",4853293,"Stadspark",51.21034,4.41771,"Loft","Private room",2,1,1,109,2,1125,27
"140","belgium","antwerp","2020-05-27",4900847,"Borgerhout Intra Muros Noord",51.21794,4.43274,"House","Entire home/apt",5,3,3,175,2,1125,0
"141","belgium","antwerp","2020-05-27",4919286,"Universiteitsbuurt",51.22243,4.41266,"Bed and breakfast","Hotel room",2,1,1,65,2,1125,30
"142","belgium","antwerp","2020-05-27",4985922,"Theaterbuurt-Meir",51.21011,4.40581,"Apartment","Entire home/apt",2,0,1,75,2,30,0
"143","belgium","antwerp","2020-05-27",5020599,"Theaterbuurt-Meir",51.21687,4.40709,"Loft","Entire home/apt",2,0,1,99,7,1125,1
"144","belgium","antwerp","2020-05-27",5026455,"Historisch Centrum",51.21804,4.39894,"Apartment","Entire home/apt",4,2,2,160,2,1125,28
"145","belgium","antwerp","2020-05-27",5027767,"Haringrode",51.20144,4.42245,"Townhouse","Entire home/apt",5,3,5,100,2,30,0
"146","belgium","antwerp","2020-05-27",5040147,"Borgerhout Intra Muros Zuid",51.21161,4.42929,"Apartment","Entire home/apt",4,2,2,93,2,1125,4
"147","belgium","antwerp","2020-05-27",5047962,"Haringrode",51.20355,4.4241,"Loft","Private room",2,1,1,60,1,120,0
"148","belgium","antwerp","2020-05-27",5074616,"Eilandje",51.23028,4.41823,"Condominium","Entire home/apt",3,2,2,65,3,365,11
"149","belgium","antwerp","2020-05-27",5083787,"Borgerhout Intra Muros Noord",51.21818,4.43156,"Apartment","Entire home/apt",4,2,2,80,3,1125,0
"150","belgium","antwerp","2020-05-27",5087534,"Amandus - Atheneum",51.22948,4.41787,"Apartment","Entire home/apt",2,1,1,59,1,1125,0
"151","belgium","antwerp","2020-05-27",5096851,"Deurne Zuid Oost",51.19984,4.46793,"House","Private room",2,1,1,70,1,7,23
"152","belgium","antwerp","2020-05-27",5124747,"Linkeroever",51.22179,4.37971,"Apartment","Entire home/apt",4,2,2,35,36,1125,11
"153","belgium","antwerp","2020-05-27",5187760,"Zuid",51.2124,4.39328,"Apartment","Entire home/apt",6,3,4,375,2,1125,23
"154","belgium","antwerp","2020-05-27",5190451,"Borgerhout Intra Muros Zuid",51.21268,4.42912,"Apartment","Entire home/apt",4,2,1,150,2,30,0
"155","belgium","antwerp","2020-05-27",5223125,"Historisch Centrum",51.21835,4.40018,"Apartment","Entire home/apt",5,1,2,55,1,1125,25
"156","belgium","antwerp","2020-05-27",5233718,"Theaterbuurt-Meir",51.21655,4.41352,"Apartment","Entire home/apt",2,1,2,80,3,365,7
"157","belgium","antwerp","2020-05-27",5317448,"Zurenborg",51.20817,4.43181,"Apartment","Entire home/apt",4,0,1,25,10,1125,0
"158","belgium","antwerp","2020-05-27",5345806,"Groenenhoek",51.19766,4.44282,"Apartment","Entire home/apt",4,1,1,42,3,1125,0
"159","belgium","antwerp","2020-05-27",5379855,"Borgerhout Intra Muros Zuid",51.21464,4.43446,"Loft","Entire home/apt",8,4,5,240,2,1125,29
"160","belgium","antwerp","2020-05-27",5382509,"Sint-Andries",51.21385,4.40035,"Apartment","Entire home/apt",2,1,1,89,25,1125,28
"161","belgium","antwerp","2020-05-27",5417459,"Hoboken - Centrum",51.17887,4.36301,"House","Entire home/apt",4,2,2,50,2,50,5
"162","belgium","antwerp","2020-05-27",5555535,"Eilandje",51.23264,4.4114,"Apartment","Entire home/apt",2,1,1,60,6,1125,0
"163","belgium","antwerp","2020-05-27",5574536,"Historisch Centrum",51.22019,4.4,"Apartment","Entire home/apt",2,1,1,85,2,1125,30
"164","belgium","antwerp","2020-05-27",5575185,"Historisch Centrum",51.21873,4.39963,"Apartment","Entire home/apt",5,2,3,115,2,1125,28
"165","belgium","antwerp","2020-05-27",5578067,"Universiteitsbuurt",51.22091,4.4164,"House","Shared room",2,1,2,85,1,1125,0
"166","belgium","antwerp","2020-05-27",5629681,"Universiteitsbuurt",51.22156,4.40597,"Condominium","Private room",2,1,1,59,2,14,0
"167","belgium","antwerp","2020-05-27",5646286,"Borgerhout Intra Muros Noord",51.21464,4.43711,"Apartment","Entire home/apt",2,1,1,55,2,30,30
"168","belgium","antwerp","2020-05-27",5664999,"Oud - Berchem",51.19369,4.41979,"Apartment","Entire home/apt",4,2,2,60,1,1125,0
"169","belgium","antwerp","2020-05-27",5695757,"Oud - Berchem",51.19544,4.42131,"Apartment","Entire home/apt",5,1,4,73,2,1125,28
"170","belgium","antwerp","2020-05-27",5702020,"Sint-Andries",51.21491,4.39732,"Apartment","Entire home/apt",2,1,0,90,2,1125,27
"171","belgium","antwerp","2020-05-27",5741728,"Borgerhout Intra Muros Zuid",51.21484,4.43169,"House","Entire home/apt",2,1,1,70,1,1125,0
"172","belgium","antwerp","2020-05-27",5789730,"Deurne Zuid Oost",51.19612,4.46167,"Apartment","Entire home/apt",3,1,3,79,1,1125,0
"173","belgium","antwerp","2020-05-27",5869273,"Zuid",51.20872,4.39228,"Apartment","Entire home/apt",4,2,2,80,3,8,0
"174","belgium","antwerp","2020-05-27",5914975,"Eilandje",51.23206,4.41274,"Apartment","Entire home/apt",2,1,1,90,3,1125,0
"175","belgium","antwerp","2020-05-27",5922786,"Theaterbuurt-Meir",51.21902,4.40909,"Serviced apartment","Entire home/apt",6,2,2,99,1,999,29
"176","belgium","antwerp","2020-05-27",5923185,"Stuivenberg",51.21985,4.43493,"House","Private room",2,1,2,75,2,1125,30
"177","belgium","antwerp","2020-05-27",5923210,"Theaterbuurt-Meir",51.21857,4.40898,"Serviced apartment","Entire home/apt",6,2,2,99,1,999,24
"178","belgium","antwerp","2020-05-27",5923301,"Stadspark",51.21023,4.41512,"Apartment","Entire home/apt",8,3,10,90,1,1125,30
"179","belgium","antwerp","2020-05-27",5923754,"Theaterbuurt-Meir",51.21837,4.40868,"Serviced apartment","Entire home/apt",4,1,1,64,1,999,28
"180","belgium","antwerp","2020-05-27",5940310,"Kiel",51.18236,4.38937,"Apartment","Entire home/apt",4,1,1,75,1,1125,28
"181","belgium","antwerp","2020-05-27",5994895,"Historisch Centrum",51.22076,4.39855,"Apartment","Entire home/apt",2,0,1,118,3,1125,30
"182","belgium","antwerp","2020-05-27",6000928,"Deurne Oost",51.22319,4.48347,"Apartment","Entire home/apt",3,1,2,135,1,1125,28
"183","belgium","antwerp","2020-05-27",6046872,"Harmonie",51.2061,4.40915,"Apartment","Entire home/apt",3,1,2,75,3,1125,0
"184","belgium","antwerp","2020-05-27",6051973,"Theaterbuurt-Meir",51.21336,4.40415,"Apartment","Entire home/apt",6,2,2,115,2,1125,15
"185","belgium","antwerp","2020-05-27",6070843,"Amandus - Atheneum",51.21976,4.42148,"Townhouse","Entire home/apt",4,2,2,65,2,1125,0
"186","belgium","antwerp","2020-05-27",6071213,"Deurne Oost",51.22075,4.47857,"House","Private room",1,1,1,30,7,365,30
"187","belgium","antwerp","2020-05-27",6091520,"Oud - Berchem",51.19547,4.42131,"House","Entire home/apt",8,4,5,240,2,1125,28
"188","belgium","antwerp","2020-05-27",6139374,"Theaterbuurt-Meir",51.21496,4.40846,"Apartment","Private room",2,1,2,30,2,1124,0
"189","belgium","antwerp","2020-05-27",6149034,"Eilandje",51.23273,4.40394,"Apartment","Entire home/apt",3,1,1,65,2,1125,29
"190","belgium","antwerp","2020-05-27",6150016,"Borgerhout Intra Muros Zuid",51.21331,4.43286,"Townhouse","Private room",2,1,1,50,1,1125,27
"191","belgium","antwerp","2020-05-27",6183201,"Zuid",51.20649,4.39284,"Apartment","Entire home/apt",2,0,1,75,2,1125,0
"192","belgium","antwerp","2020-05-27",6183800,"Amandus - Atheneum",51.22801,4.41684,"Apartment","Entire home/apt",2,1,1,80,2,1125,0
"193","belgium","antwerp","2020-05-27",6248339,"Stuivenberg",51.22013,4.43691,"Townhouse","Private room",2,1,1,110,1,1125,0
"194","belgium","antwerp","2020-05-27",6271039,"Borgerhout Intra Muros Zuid",51.21134,4.44073,"Apartment","Private room",2,1,1,35,1,1125,0
"195","belgium","antwerp","2020-05-27",6280548,"Universiteitsbuurt",51.22197,4.41224,"Apartment","Entire home/apt",4,1,4,45,1,1125,28
"196","belgium","antwerp","2020-05-27",6394590,"Historisch Centrum",51.22239,4.40564,"Apartment","Entire home/apt",2,1,1,65,2,1125,0
"197","belgium","antwerp","2020-05-27",6403569,"Sint-Andries",51.21607,4.40029,"Apartment","Entire home/apt",2,1,2,47,1,1125,0
