"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","country","city","date","revenue_30"
"1",21974,"el Barri Gòtic",41.38077,2.17551,"Private room in apartment","Private room",2,1,1,80,3,90,0,"spain","barcelona","2020-08-24",2400
"2",23197,"el Besòs i el Maresme",41.41291,2.22063,"Entire apartment","Entire home/apt",6,3,5,200,3,300,30,"spain","barcelona","2020-08-24",0
"3",25786,"la Vila de Gràcia",41.40145,2.15645,"Private room in apartment","Private room",2,1,1,41,1,730,24,"spain","barcelona","2020-08-24",246
"4",32711,"el Camp d'en Grassot i Gràcia Nova",41.40566,2.17015,"Entire apartment","Entire home/apt",6,2,3,102.86,2,31,0,"spain","barcelona","2020-08-24",3085.8
"5",34241,"el Barri Gòtic",41.37916,2.17535,"Private room in apartment","Private room",2,1,1,70,4,120,30,"spain","barcelona","2020-08-24",0
"6",34981,"el Barri Gòtic",41.37978,2.17623,"Entire apartment","Entire home/apt",9,4,6,180,4,365,30,"spain","barcelona","2020-08-24",0
"7",35318,"el Barri Gòtic",41.38145,2.17544,"Private room in apartment","Private room",2,1,2,69,3,60,30,"spain","barcelona","2020-08-24",0
"8",35379,"l'Antiga Esquerra de l'Eixample",41.39036,2.15274,"Private room in apartment","Private room",2,1,1,16,2,60,9,"spain","barcelona","2020-08-24",336
"9",35388,"l'Antiga Esquerra de l'Eixample",41.39065,2.15196,"Private room in apartment","Private room",1,1,1,14,2,60,7,"spain","barcelona","2020-08-24",322
"10",35390,"l'Antiga Esquerra de l'Eixample",41.39153,2.15125,"Private room in apartment","Private room",1,1,1,15,2,60,17,"spain","barcelona","2020-08-24",195
"11",35392,"l'Antiga Esquerra de l'Eixample",41.39082,2.15078,"Private room in apartment","Private room",2,1,1,27.29,2,60,9,"spain","barcelona","2020-08-24",573.09
"12",36763,"la Barceloneta",41.37906,2.19141,"Private room in apartment","Private room",1,1,1,34,2,65,29,"spain","barcelona","2020-08-24",34
"13",40983,"la Dreta de l'Eixample",41.39631,2.16832,"Entire loft","Entire home/apt",4,1,1,30,2,364,0,"spain","barcelona","2020-08-24",900
"14",41952,"el Camp d'en Grassot i Gràcia Nova",41.40565,2.16932,"Entire apartment","Entire home/apt",6,2,4,110,3,365,30,"spain","barcelona","2020-08-24",0
"15",46153,"Sant Pere, Santa Caterina i la Ribera",41.38776,2.17782,"Entire apartment","Entire home/apt",3,2,3,31,93,300,22,"spain","barcelona","2020-08-24",248
"16",49968,"el Camp d'en Grassot i Gràcia Nova",41.4057,2.17016,"Entire apartment","Entire home/apt",6,2,0,67,2,31,30,"spain","barcelona","2020-08-24",0
"17",58512,"el Camp de l'Arpa del Clot",41.41129,2.18193,"Entire apartment","Entire home/apt",6,3,4,85,5,90,23,"spain","barcelona","2020-08-24",595
"18",61444,"la Dreta de l'Eixample",41.38901,2.16552,"Entire apartment","Entire home/apt",6,2,4,123,2,90,30,"spain","barcelona","2020-08-24",0
"19",67065,"l'Antiga Esquerra de l'Eixample",41.39161,2.15089,"Entire apartment","Entire home/apt",7,4,7,101,1,27,0,"spain","barcelona","2020-08-24",3030
"20",68547,"el Barri Gòtic",41.38072,2.17811,"Private room in apartment","Private room",2,1,2,49,2,730,30,"spain","barcelona","2020-08-24",0
"21",70099,"el Raval",41.37828,2.1708,"Private room in bed and breakfast","Private room",2,1,1,52,1,365,15,"spain","barcelona","2020-08-24",780
"22",71520,"Vallcarca i els Penitents",41.41837,2.13419,"Entire apartment","Entire home/apt",9,3,5,207,5,28,28,"spain","barcelona","2020-08-24",414
"23",71553,"el Fort Pienc",41.3974,2.17682,"Entire apartment","Entire home/apt",2,1,1,80,2,1125,26,"spain","barcelona","2020-08-24",320
"24",71603,"la Dreta de l'Eixample",41.39038,2.17606,"Entire apartment","Entire home/apt",4,2,4,390,3,1125,30,"spain","barcelona","2020-08-24",0
"25",71736,"el Raval",41.38321,2.16656,"Entire apartment","Entire home/apt",5,4,5,60,32,730,30,"spain","barcelona","2020-08-24",0
"26",72436,"el Poblenou",41.39909,2.20733,"Entire serviced apartment","Entire home/apt",2,1,1,89,1,28,29,"spain","barcelona","2020-08-24",89
"27",72793,"el Raval",41.38248,2.16415,"Entire apartment","Entire home/apt",2,1,2,50,32,1000,30,"spain","barcelona","2020-08-24",0
"28",72794,"el Raval",41.38294,2.16534,"Entire apartment","Entire home/apt",2,2,2,50,32,3000,30,"spain","barcelona","2020-08-24",0
"29",73455,"el Raval",41.38422,2.16701,"Entire apartment","Entire home/apt",5,2,4,99,2,1125,6,"spain","barcelona","2020-08-24",2376
"30",73683,"el Camp d'en Grassot i Gràcia Nova",41.40554,2.17017,"Entire apartment","Entire home/apt",12,4,14,218,2,30,0,"spain","barcelona","2020-08-24",6540
"31",73692,"la Dreta de l'Eixample",41.39108,2.16521,"Entire apartment","Entire home/apt",5,2,3,110,2,90,30,"spain","barcelona","2020-08-24",0
"32",73693,"el Poble Sec",41.37163,2.16591,"Entire apartment","Entire home/apt",5,2,2,100,2,90,30,"spain","barcelona","2020-08-24",0
"33",73700,"el Poble Sec",41.37335,2.16165,"Entire apartment","Entire home/apt",4,2,2,78.86,2,90,23,"spain","barcelona","2020-08-24",552.02
"34",75003,"la Sagrada Família",41.40399,2.17802,"Entire apartment","Entire home/apt",5,2,3,84,2,365,30,"spain","barcelona","2020-08-24",0
"35",75411,"el Clot",41.40825,2.18729,"Entire apartment","Entire home/apt",6,3,6,115,3,330,0,"spain","barcelona","2020-08-24",3450
"36",80004,"el Poble Sec",41.37188,2.16656,"Entire apartment","Entire home/apt",5,3,3,150,1,1125,30,"spain","barcelona","2020-08-24",0
"37",83283,"Sant Antoni",41.38227,2.16141,"Private room in apartment","Private room",2,1,0,40,3,365,29,"spain","barcelona","2020-08-24",40
"38",89756,"el Raval",41.37815,2.16894,"Entire apartment","Entire home/apt",9,3,8,240,6,1000,30,"spain","barcelona","2020-08-24",0
"39",89776,"el Fort Pienc",41.39377,2.1795,"Entire apartment","Entire home/apt",4,1,2,121,3,365,26,"spain","barcelona","2020-08-24",484
