"","id","neighbourhood_cleansed","city","country","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","date","revenue_30"
"1",44085,"Es Mercadal","menorca","spain",40.00946,4.20026,"Villa","Entire home/apt",6,3,5,99,5,550,30,"2020-04-30",0
"2",102558,"Ciutadella de Menorca","menorca","spain",39.94273,3.96278,"Apartment","Entire home/apt",5,2,5,50,7,30,28,"2020-04-30",100
"3",148138,"Ciutadella de Menorca","menorca","spain",40.00222,3.79919,"Apartment","Entire home/apt",6,2,3,49,1,365,30,"2020-04-30",0
"4",245722,"Alaior","menorca","spain",39.89677,4.14912,"Villa","Private room",6,3,6,200,3,365,24,"2020-04-30",1200
"5",285865,"Ciutadella de Menorca","menorca","spain",40.00088,3.79955,"Apartment","Entire home/apt",4,1,1,69,4,1125,28,"2020-04-30",138
"6",294398,"Alaior","menorca","spain",39.89089,4.11607,"House","Entire home/apt",11,6,9,450,3,365,22,"2020-04-30",3600
"7",295705,"Alaior","menorca","spain",39.89183,4.11577,"Cottage","Entire home/apt",16,11,0,NA,2,360,14,"2020-04-30",0
"8",325641,"Mahón","menorca","spain",39.8363,4.19367,"House","Entire home/apt",6,3,6,189,3,30,29,"2020-04-30",189
"9",334376,"Ciutadella de Menorca","menorca","spain",40.00506,3.83711,"House","Entire home/apt",4,3,3,70,3,1125,0,"2020-04-30",2100
"10",357026,"Alaior","menorca","spain",39.90397,4.07033,"Apartment","Entire home/apt",4,2,4,75,5,1125,29,"2020-04-30",75
"11",358378,"Alaior","menorca","spain",39.90178,4.07674,"Apartment","Entire home/apt",5,2,3,40,5,60,28,"2020-04-30",80
"12",366358,"Ciutadella de Menorca","menorca","spain",40.03523,3.96514,"House","Entire home/apt",14,7,7,495,3,1125,18,"2020-04-30",5940
"13",366636,"Alaior","menorca","spain",39.90258,4.07567,"Apartment","Entire home/apt",4,2,4,100,5,365,1,"2020-04-30",2900
"14",370676,"Ciutadella de Menorca","menorca","spain",40.00286,3.8374,"Townhouse","Entire home/apt",8,4,5,400,2,1125,23,"2020-04-30",2800
"15",372756,"Alaior","menorca","spain",39.87428,4.13118,"House","Entire home/apt",6,3,4,500,10,365,30,"2020-04-30",0
"16",382144,"Ciutadella de Menorca","menorca","spain",40.02229,3.94258,"Cabin","Entire home/apt",2,1,1,60,3,1125,30,"2020-04-30",0
"17",386067,"Alaior","menorca","spain",39.90435,4.07296,"Condominium","Entire home/apt",5,3,5,70,7,1125,30,"2020-04-30",0
"18",394135,"Ciutadella de Menorca","menorca","spain",40.01474,3.84365,"Cottage","Entire home/apt",4,2,3,160,7,30,23,"2020-04-30",1120
"19",403664,"Ciutadella de Menorca","menorca","spain",39.99328,3.8312,"House","Entire home/apt",4,2,2,142,3,1125,29,"2020-04-30",142
"20",421030,"Ciutadella de Menorca","menorca","spain",40.00662,3.84296,"Loft","Entire home/apt",2,1,1,25,3,1125,0,"2020-04-30",750
"21",459265,"Es Mercadal","menorca","spain",40.01391,4.19865,"House","Entire home/apt",6,3,5,99,5,300,10,"2020-04-30",1980
"22",476724,"Ciutadella de Menorca","menorca","spain",39.9433,3.96275,"Apartment","Entire home/apt",4,2,4,45,5,180,29,"2020-04-30",45
"23",494480,"Ciutadella de Menorca","menorca","spain",39.99955,3.79833,"Apartment","Entire home/apt",2,1,1,55,1,365,30,"2020-04-30",0
"24",516153,"Mahón","menorca","spain",39.89091,4.29592,"House","Entire home/apt",6,3,6,198,15,365,0,"2020-04-30",5940
"25",517301,"Mahón","menorca","spain",39.93416,4.24318,"Cottage","Entire home/apt",4,2,6,160,2,60,0,"2020-04-30",4800
"26",527985,"Ciutadella de Menorca","menorca","spain",39.9689,3.83591,"House","Entire home/apt",8,4,6,120,5,1125,30,"2020-04-30",0
"27",549304,"Ciutadella de Menorca","menorca","spain",40.00272,3.8382,"House","Entire home/apt",8,5,11,101,5,30,30,"2020-04-30",0
"28",580840,"Ciutadella de Menorca","menorca","spain",40.00094,3.83733,"House","Entire home/apt",4,2,3,70,5,30,27,"2020-04-30",210
"29",589898,"Ciutadella de Menorca","menorca","spain",39.99182,3.83059,"House","Entire home/apt",12,5,9,130,7,1125,0,"2020-04-30",3900
"30",596553,"Es Mercadal","menorca","spain",39.97333,4.15161,"House","Entire home/apt",2,1,1,120,7,90,30,"2020-04-30",0
"31",608987,"Sant Lluís","menorca","spain",39.8536,4.25934,"House","Private room",4,2,2,30,2,60,30,"2020-04-30",0
"32",636272,"Ciutadella de Menorca","menorca","spain",39.92839,3.83645,"Apartment","Entire home/apt",6,2,4,100,3,90,20,"2020-04-30",1000
"33",682506,"Ciutadella de Menorca","menorca","spain",39.96769,3.83153,"Apartment","Entire home/apt",3,2,3,70,3,100,30,"2020-04-30",0
"34",725695,"Alaior","menorca","spain",39.93534,4.13891,"Cottage","Entire home/apt",13,6,15,220,2,1125,30,"2020-04-30",0
"35",854050,"Ciutadella de Menorca","menorca","spain",40.00309,3.80649,"Chalet","Entire home/apt",10,4,8,450,7,30,30,"2020-04-30",0
"36",854051,"Ciutadella de Menorca","menorca","spain",40.0025,3.80652,"Chalet","Entire home/apt",10,4,8,450,7,30,30,"2020-04-30",0
"37",864172,"Es Mercadal","menorca","spain",40.05232,4.10984,"Apartment","Entire home/apt",4,1,1,110,15,365,27,"2020-04-30",330
"38",877147,"Ciutadella de Menorca","menorca","spain",40.00094,3.83381,"Loft","Entire home/apt",4,1,2,99,5,60,0,"2020-04-30",2970
"39",877183,"Ciutadella de Menorca","menorca","spain",39.99795,3.84043,"Loft","Entire home/apt",2,0,1,66,5,1125,30,"2020-04-30",0
"40",920389,"Sant Lluís","menorca","spain",39.83959,4.26124,"Cottage","Entire home/apt",10,5,9,270,3,90,21,"2020-04-30",2430
"41",932244,"Es Mercadal","menorca","spain",40.00442,4.19521,"House","Private room",2,1,1,57,5,12,29,"2020-04-30",57
"42",932315,"Es Mercadal","menorca","spain",40.00474,4.19477,"House","Private room",2,1,1,55,5,12,29,"2020-04-30",55
"43",954903,"Mahón","menorca","spain",39.87657,4.26157,"House","Entire home/apt",8,5,5,248,7,30,28,"2020-04-30",496
"44",958828,"Es Mercadal","menorca","spain",40.0345,4.1647,"Apartment","Entire home/apt",6,3,6,95,3,300,13,"2020-04-30",1615
"45",959071,"Ciutadella de Menorca","menorca","spain",40.00141,3.80019,"Apartment","Entire home/apt",4,2,3,50,3,60,30,"2020-04-30",0
"46",965059,"Sant Lluís","menorca","spain",39.81885,4.24626,"Villa","Entire home/apt",8,4,8,300,10,1125,30,"2020-04-30",0
"47",967834,"Ciutadella de Menorca","menorca","spain",39.99804,3.84306,"House","Entire home/apt",7,3,4,113,2,60,27,"2020-04-30",339
"48",976380,"Sant Lluís","menorca","spain",39.8204,4.2472,"Apartment","Entire home/apt",4,2,3,75,3,365,28,"2020-04-30",150
"49",976381,"Sant Lluís","menorca","spain",39.82071,4.24785,"Apartment","Entire home/apt",4,2,3,69,3,365,26,"2020-04-30",276
"50",976386,"Sant Lluís","menorca","spain",39.82108,4.24738,"Apartment","Entire home/apt",4,2,3,55,3,365,23,"2020-04-30",385
"51",994133,"Ciutadella de Menorca","menorca","spain",39.94053,3.96061,"Townhouse","Entire home/apt",4,2,3,52,7,30,17,"2020-04-30",676
"52",999469,"Ciutadella de Menorca","menorca","spain",39.92813,3.83165,"Apartment","Entire home/apt",5,2,4,60,1,1125,30,"2020-04-30",0
"53",1029964,"Es Mercadal","menorca","spain",40.02464,4.18634,"Cottage","Entire home/apt",8,4,6,95,3,100,30,"2020-04-30",0
"54",1047898,"Ferreries","menorca","spain",39.98476,4.00948,"Apartment","Entire home/apt",6,3,3,75,7,1125,0,"2020-04-30",2250
"55",1051299,"Sant Lluís","menorca","spain",39.81527,4.24737,"Townhouse","Entire home/apt",4,3,4,126,4,365,27,"2020-04-30",378
"56",1052325,"Ciutadella de Menorca","menorca","spain",39.9299,3.82455,"Condominium","Entire home/apt",4,1,4,70,5,28,26,"2020-04-30",280
"57",1053577,"Ciutadella de Menorca","menorca","spain",40.00219,3.79922,"House","Entire home/apt",4,2,0,125,7,30,30,"2020-04-30",0
"58",1054514,"Mahón","menorca","spain",39.85053,4.17163,"Villa","Entire home/apt",8,4,7,110,3,1125,22,"2020-04-30",880
"59",1054742,"Ciutadella de Menorca","menorca","spain",40.05278,3.88865,"House","Entire home/apt",10,5,7,244,5,30,17,"2020-04-30",3172
"60",1065016,"Ciutadella de Menorca","menorca","spain",40.05099,3.88868,"Apartment","Entire home/apt",6,3,4,125,5,30,21,"2020-04-30",1125
"61",1074055,"Sant Lluís","menorca","spain",39.82896,4.21128,"Apartment","Entire home/apt",4,0,3,120,1,1125,30,"2020-04-30",0
"62",1094052,"Ciutadella de Menorca","menorca","spain",39.97646,3.85539,"Bungalow","Entire home/apt",2,1,2,97,7,1125,0,"2020-04-30",2910
"63",1094228,"Ciutadella de Menorca","menorca","spain",39.99644,3.82953,"Apartment","Entire home/apt",4,2,3,160,7,1125,23,"2020-04-30",1120
"64",1141365,"Sant Lluís","menorca","spain",39.84173,4.25724,"Cottage","Entire home/apt",10,5,6,360,4,1125,27,"2020-04-30",1080
"65",1162522,"Ciutadella de Menorca","menorca","spain",40.00259,3.83603,"House","Entire home/apt",6,2,6,70,1,365,30,"2020-04-30",0
"66",1208231,"Ciutadella de Menorca","menorca","spain",39.9416,3.9601,"Townhouse","Entire home/apt",4,2,3,52,7,30,30,"2020-04-30",0
"67",1211972,"Es Mercadal","menorca","spain",40.0543,4.05749,"House","Entire home/apt",12,4,11,250,5,1125,23,"2020-04-30",1750
"68",1217315,"Es Castell","menorca","spain",39.85642,4.29542,"Tiny house","Entire home/apt",4,1,1,98,5,29,0,"2020-04-30",2940
"69",1225705,"Es Mercadal","menorca","spain",40.01368,4.18734,"House","Entire home/apt",7,4,6,370,15,1125,30,"2020-04-30",0
"70",1229737,"Ciutadella de Menorca","menorca","spain",39.99995,3.82949,"House","Entire home/apt",6,3,4,100,3,1125,30,"2020-04-30",0
"71",1230705,"Ciutadella de Menorca","menorca","spain",39.92834,3.83228,"Apartment","Entire home/apt",4,2,3,67,5,1125,29,"2020-04-30",67
"72",1231968,"Ciutadella de Menorca","menorca","spain",39.98473,3.83351,"Apartment","Entire home/apt",5,3,0,100,3,90,30,"2020-04-30",0
"73",1241701,"Es Mercadal","menorca","spain",39.99728,4.15321,"House","Entire home/apt",6,3,4,360,4,30,20,"2020-04-30",3600
"74",1270058,"Es Mercadal","menorca","spain",40.02651,4.16603,"Villa","Entire home/apt",8,4,5,700,7,300,30,"2020-04-30",0
"75",1326812,"Ciutadella de Menorca","menorca","spain",39.99856,3.80075,"Apartment","Entire home/apt",5,3,4,200,5,1125,30,"2020-04-30",0
"76",1333452,"Ciutadella de Menorca","menorca","spain",39.98391,3.83177,"Chalet","Entire home/apt",10,5,5,400,7,1125,20,"2020-04-30",4000
"77",1335440,"Ciutadella de Menorca","menorca","spain",39.9967,3.83529,"Apartment","Private room",2,1,1,40,4,1125,30,"2020-04-30",0
"78",1348388,"Alaior","menorca","spain",39.92091,4.14814,"House","Entire home/apt",8,4,9,67,4,1125,27,"2020-04-30",201
"79",1361929,"Ciutadella de Menorca","menorca","spain",39.99912,3.79746,"Condominium","Entire home/apt",4,2,4,105,5,1125,0,"2020-04-30",3150
"80",1384034,"Es Mercadal","menorca","spain",39.98769,4.09219,"House","Entire home/apt",6,3,3,125,3,1125,25,"2020-04-30",625
"81",1437085,"Ciutadella de Menorca","menorca","spain",40.00092,3.83101,"Apartment","Entire home/apt",5,2,4,100,5,1125,0,"2020-04-30",3000
"82",1441001,"Ciutadella de Menorca","menorca","spain",39.92807,3.84113,"House","Entire home/apt",8,3,6,100,6,1125,30,"2020-04-30",0
"83",1448995,"Es Mercadal","menorca","spain",40.03938,4.12157,"House","Entire home/apt",12,5,10,200,6,1000,30,"2020-04-30",0
"84",1456834,"Ciutadella de Menorca","menorca","spain",40.0009,3.80302,"Apartment","Entire home/apt",3,1,2,35,5,112,30,"2020-04-30",0
"85",1475484,"Es Castell","menorca","spain",39.88485,4.28054,"House","Entire home/apt",6,3,5,357,7,30,29,"2020-04-30",357
"86",1485806,"Sant Lluís","menorca","spain",39.84726,4.26435,"Guesthouse","Entire home/apt",3,1,1,110,3,28,29,"2020-04-30",110
"87",1495694,"Ciutadella de Menorca","menorca","spain",39.98354,3.839,"Chalet","Entire home/apt",8,4,7,310,5,1125,30,"2020-04-30",0
"88",1498723,"Es Mercadal","menorca","spain",40.04911,4.10719,"Condominium","Entire home/apt",5,2,4,190,3,1125,30,"2020-04-30",0
"89",1502277,"Es Mercadal","menorca","spain",40.05089,4.12616,"Villa","Entire home/apt",8,3,7,430,6,1125,0,"2020-04-30",12900
"90",1531842,"Es Mercadal","menorca","spain",40.05009,4.06252,"Villa","Entire home/apt",5,3,5,115,4,1125,15,"2020-04-30",1725
"91",1555091,"Ciutadella de Menorca","menorca","spain",39.9292,3.82411,"House","Entire home/apt",4,2,4,66,2,1125,28,"2020-04-30",132
"92",1555637,"Ciutadella de Menorca","menorca","spain",39.92917,3.82412,"House","Entire home/apt",4,2,4,66,5,1125,28,"2020-04-30",132
"93",1565297,"Es Mercadal","menorca","spain",40.03285,4.19082,"House","Entire home/apt",7,3,7,145,5,14,1,"2020-04-30",4205
"94",1576952,"Es Mercadal","menorca","spain",40.03177,4.16592,"Apartment","Entire home/apt",4,2,3,70,9,1124,30,"2020-04-30",0
"95",1577084,"Es Mercadal","menorca","spain",40.03212,4.16447,"Apartment","Entire home/apt",4,1,2,65,9,1124,17,"2020-04-30",845
"96",1584877,"Alaior","menorca","spain",39.86886,4.1343,"Apartment","Entire home/apt",4,2,4,80,3,1125,27,"2020-04-30",240
"97",1627620,"Ciutadella de Menorca","menorca","spain",39.9989,3.82714,"House","Entire home/apt",9,4,9,400,6,1125,28,"2020-04-30",800
"98",1644848,"Es Mercadal","menorca","spain",40.02683,4.18606,"Villa","Entire home/apt",7,4,7,214,12,365,30,"2020-04-30",0
"99",1653639,"Ciutadella de Menorca","menorca","spain",39.97428,3.90354,"House","Private room",2,1,1,31,1,1125,22,"2020-04-30",248
"100",1657975,"Ciutadella de Menorca","menorca","spain",39.95448,3.84443,"House","Entire home/apt",5,3,5,100,3,1125,30,"2020-04-30",0
"101",1684947,"Es Castell","menorca","spain",39.87791,4.29064,"Apartment","Entire home/apt",3,2,2,50,2,1125,29,"2020-04-30",50
"102",1688437,"Ciutadella de Menorca","menorca","spain",40.00113,3.8047,"Apartment","Entire home/apt",4,2,2,78,3,1125,28,"2020-04-30",156
"103",1705950,"Ciutadella de Menorca","menorca","spain",40.00027,3.83811,"House","Entire home/apt",4,2,2,97,3,1125,29,"2020-04-30",97
"104",1757585,"Mahón","menorca","spain",39.89351,4.25472,"Condominium","Entire home/apt",5,3,3,99,4,20,30,"2020-04-30",0
"105",1786152,"Ciutadella de Menorca","menorca","spain",40.02814,3.87648,"Other","Private room",2,1,2,75,1,1125,0,"2020-04-30",2250
"106",1790066,"Mahón","menorca","spain",39.86769,4.24225,"Villa","Entire home/apt",15,8,10,520,7,1000,30,"2020-04-30",0
"107",1863063,"Ciutadella de Menorca","menorca","spain",39.92686,3.84073,"Apartment","Entire home/apt",4,1,3,42,4,180,30,"2020-04-30",0
"108",1867067,"Ciutadella de Menorca","menorca","spain",39.97528,3.84433,"Chalet","Entire home/apt",6,3,6,100,5,1125,29,"2020-04-30",100
"109",1867565,"Ciutadella de Menorca","menorca","spain",40.0547,3.88989,"Villa","Entire home/apt",6,3,6,100,5,1125,29,"2020-04-30",100
"110",1935527,"Sant Lluís","menorca","spain",39.8401,4.23959,"Cottage","Entire home/apt",8,4,7,205,7,1100,29,"2020-04-30",205
"111",1935592,"Sant Lluís","menorca","spain",39.84228,4.24417,"Villa","Entire home/apt",8,4,7,203,7,1125,28,"2020-04-30",406
"112",1948098,"Ciutadella de Menorca","menorca","spain",40.05251,3.89033,"Apartment","Entire home/apt",4,2,3,99,2,1125,21,"2020-04-30",891
"113",2024297,"Alaior","menorca","spain",39.9091,4.06893,"House","Entire home/apt",7,3,5,99,5,999,28,"2020-04-30",198
"114",2064583,"Mahón","menorca","spain",39.84559,4.17251,"Townhouse","Entire home/apt",7,3,6,187,4,1125,21,"2020-04-30",1683
"115",2129587,"Mahón","menorca","spain",39.93985,4.24989,"House","Entire home/apt",8,3,7,480,7,28,25,"2020-04-30",2400
"116",2179832,"Ciutadella de Menorca","menorca","spain",39.97596,3.90538,"House","Private room",2,1,1,31,1,1125,22,"2020-04-30",248
"117",2184309,"Ciutadella de Menorca","menorca","spain",39.97453,3.90353,"House","Private room",2,1,1,31,1,1125,22,"2020-04-30",248
"118",2205672,"Ciutadella de Menorca","menorca","spain",39.97421,3.905,"House","Private room",2,1,1,31,1,1125,22,"2020-04-30",248
"119",2205732,"Ciutadella de Menorca","menorca","spain",39.97422,3.90559,"Villa","Private room",2,1,1,31,1,1125,22,"2020-04-30",248
"120",2234973,"Alaior","menorca","spain",39.8731,4.13454,"Apartment","Entire home/apt",5,2,3,40,3,1123,30,"2020-04-30",0
"121",2240934,"Alaior","menorca","spain",39.90201,4.0723,"Apartment","Entire home/apt",4,2,4,125,5,30,0,"2020-04-30",3750
"122",2260658,"Alaior","menorca","spain",39.93391,4.14498,"Apartment","Entire home/apt",5,3,4,110,7,1125,0,"2020-04-30",3300
"123",2266438,"Sant Lluís","menorca","spain",39.81551,4.24978,"Cottage","Entire home/apt",12,6,6,600,3,15,30,"2020-04-30",0
"124",2270324,"Ciutadella de Menorca","menorca","spain",39.98588,3.84455,"Villa","Entire home/apt",10,5,7,180,5,365,9,"2020-04-30",3780
"125",2311971,"Mahón","menorca","spain",39.90987,4.28745,"Apartment","Entire home/apt",4,3,3,70,3,1125,22,"2020-04-30",560
"126",2324751,"Ferreries","menorca","spain",39.95738,3.99222,"Farm stay","Private room",2,1,1,85,1,1125,30,"2020-04-30",0
"127",2338789,"Es Mercadal","menorca","spain",40.00926,4.18649,"Condominium","Entire home/apt",3,2,3,70,7,1125,23,"2020-04-30",490
"128",2343714,"Sant Lluís","menorca","spain",39.82807,4.2073,"Chalet","Entire home/apt",12,6,10,330,4,1125,30,"2020-04-30",0
"129",2367382,"Ciutadella de Menorca","menorca","spain",39.97576,3.8423,"House","Entire home/apt",8,4,5,100,7,1125,0,"2020-04-30",3000
"130",2371963,"Sant Lluís","menorca","spain",39.82213,4.23172,"House","Entire home/apt",5,3,5,175,3,21,0,"2020-04-30",5250
"131",2376077,"Es Mercadal","menorca","spain",40.05716,4.13081,"Townhouse","Entire home/apt",9,4,9,250,3,1125,1,"2020-04-30",7250
"132",2395474,"Es Mercadal","menorca","spain",40.02299,4.16152,"Condominium","Entire home/apt",7,3,0,60,6,1125,1,"2020-04-30",1740
"133",2400137,"Ferreries","menorca","spain",39.9859,4.05111,"Loft","Entire home/apt",4,1,3,59,2,1123,28,"2020-04-30",118
"134",2411327,"Alaior","menorca","spain",39.90222,4.07383,"Condominium","Entire home/apt",4,2,3,35,2,1125,26,"2020-04-30",140
"135",2464920,"Alaior","menorca","spain",39.90384,4.07168,"Apartment","Entire home/apt",6,3,6,65,5,1125,29,"2020-04-30",65
"136",2465312,"Es Mercadal","menorca","spain",40.02073,4.18324,"Apartment","Entire home/apt",6,3,5,65,6,1125,29,"2020-04-30",65
"137",2476704,"Alaior","menorca","spain",39.91716,4.17283,"House","Entire home/apt",8,4,7,165,5,1125,30,"2020-04-30",0
"138",2477125,"Es Mercadal","menorca","spain",40.00532,4.19466,"Tiny house","Private room",2,1,1,55,5,21,29,"2020-04-30",55
"139",2493327,"Ciutadella de Menorca","menorca","spain",39.92571,3.82163,"House","Entire home/apt",6,3,4,80,3,1125,27,"2020-04-30",240
"140",2506888,"Ciutadella de Menorca","menorca","spain",39.94765,3.86456,"House","Entire home/apt",8,4,6,89,32,1125,29,"2020-04-30",89
"141",2529361,"Alaior","menorca","spain",39.87214,4.13447,"Apartment","Entire home/apt",4,2,3,35,5,1125,28,"2020-04-30",70
"142",2534105,"Es Mercadal","menorca","spain",40.02486,4.18607,"Chalet","Entire home/apt",6,3,5,90,6,1125,0,"2020-04-30",2700
"143",2542141,"Ciutadella de Menorca","menorca","spain",39.96272,3.84304,"House","Entire home/apt",6,3,4,90,3,30,30,"2020-04-30",0
"144",2551723,"Ciutadella de Menorca","menorca","spain",39.9955,3.83068,"Apartment","Entire home/apt",5,2,3,80,5,1125,0,"2020-04-30",2400
"145",2568586,"Ciutadella de Menorca","menorca","spain",39.96668,3.83538,"House","Entire home/apt",4,2,4,60,5,1125,29,"2020-04-30",60
"146",2581953,"Sant Lluís","menorca","spain",39.8225,4.23307,"House","Entire home/apt",5,3,5,110,5,1125,9,"2020-04-30",2310
"147",2588633,"Sant Lluís","menorca","spain",39.81735,4.27983,"House","Entire home/apt",9,5,9,115,7,1125,0,"2020-04-30",3450
"148",2630492,"Ciutadella de Menorca","menorca","spain",39.92928,3.83213,"Apartment","Entire home/apt",4,1,2,110,20,1125,30,"2020-04-30",0
"149",2638498,"Ciutadella de Menorca","menorca","spain",39.97627,3.83435,"Apartment","Entire home/apt",4,2,3,55,5,30,23,"2020-04-30",385
"150",2638681,"Ciutadella de Menorca","menorca","spain",39.9433,3.96071,"Chalet","Entire home/apt",6,3,5,100,5,1125,29,"2020-04-30",100
"151",2680844,"Ciutadella de Menorca","menorca","spain",39.9997,3.84058,"Apartment","Private room",1,1,1,35,2,12,26,"2020-04-30",140
"152",2697452,"Es Mercadal","menorca","spain",40.05242,4.11138,"Condominium","Entire home/apt",6,3,5,100,3,1125,30,"2020-04-30",0
"153",2709082,"Ciutadella de Menorca","menorca","spain",39.92778,3.83078,"Condominium","Entire home/apt",5,2,5,130,7,1125,30,"2020-04-30",0
"154",2722356,"Alaior","menorca","spain",39.90317,4.07737,"Bed and breakfast","Private room",2,1,1,60,6,1125,0,"2020-04-30",1800
"155",2744556,"Ciutadella de Menorca","menorca","spain",40.00276,3.80774,"Bungalow","Entire home/apt",4,2,4,90,5,29,27,"2020-04-30",270
"156",2744936,"Mahón","menorca","spain",39.85037,4.17089,"House","Entire home/apt",10,6,8,490,7,1125,0,"2020-04-30",14700
"157",2788836,"Ferreries","menorca","spain",39.98296,4.01028,"House","Entire home/apt",4,3,3,46,2,1125,30,"2020-04-30",0
"158",2841216,"Ciutadella de Menorca","menorca","spain",39.97527,3.84161,"Apartment","Entire home/apt",4,2,4,46,32,365,25,"2020-04-30",230
"159",2853578,"Es Castell","menorca","spain",39.88068,4.28015,"Villa","Private room",2,1,1,65,1,1125,26,"2020-04-30",260
"160",2874410,"Ciutadella de Menorca","menorca","spain",39.93073,3.83222,"Condominium","Entire home/apt",5,2,4,125,20,1125,30,"2020-04-30",0
"161",2876530,"Es Migjorn Gran","menorca","spain",39.91754,4.03896,"House","Entire home/apt",8,3,5,285,5,90,10,"2020-04-30",5700
"162",2877983,"Ciutadella de Menorca","menorca","spain",39.99722,3.82936,"Apartment","Entire home/apt",7,3,4,50,60,90,23,"2020-04-30",350
"163",2881869,"Ciutadella de Menorca","menorca","spain",39.94319,3.96172,"Apartment","Entire home/apt",5,2,4,55,3,1125,30,"2020-04-30",0
"164",2885966,"Sant Lluís","menorca","spain",39.83878,4.29968,"Cabin","Entire home/apt",4,2,3,100,3,31,28,"2020-04-30",200
"165",2891919,"Sant Lluís","menorca","spain",39.82975,4.21326,"Apartment","Entire home/apt",2,1,1,45,3,120,27,"2020-04-30",135
"166",2901429,"Ciutadella de Menorca","menorca","spain",40.01245,3.92645,"Cottage","Entire home/apt",6,2,5,70,3,1125,0,"2020-04-30",2100
"167",2907505,"Mahón","menorca","spain",39.87288,4.2099,"House","Entire home/apt",5,3,3,180,6,1125,0,"2020-04-30",5400
"168",2915884,"Ciutadella de Menorca","menorca","spain",40.02287,3.92706,"Cottage","Entire home/apt",8,1,6,50,3,1125,0,"2020-04-30",1500
"169",2930085,"Es Mercadal","menorca","spain",40.02169,4.17916,"Apartment","Entire home/apt",4,2,4,70,5,1125,28,"2020-04-30",140
"170",2957931,"Sant Lluís","menorca","spain",39.82221,4.24668,"House","Entire home/apt",8,3,6,150,3,1125,30,"2020-04-30",0
"171",2960427,"Es Castell","menorca","spain",39.8803,4.28858,"Apartment","Entire home/apt",6,3,3,95,3,1125,27,"2020-04-30",285
"172",3007235,"Sant Lluís","menorca","spain",39.83227,4.20921,"House","Entire home/apt",6,3,7,180,4,1125,29,"2020-04-30",180
"173",3026108,"Es Mercadal","menorca","spain",40.03353,4.16687,"Apartment","Entire home/apt",5,2,4,50,7,90,22,"2020-04-30",400
"174",3033543,"Es Mercadal","menorca","spain",40.04855,4.10767,"Apartment","Entire home/apt",5,2,3,150,7,1125,0,"2020-04-30",4500
"175",3073373,"Es Mercadal","menorca","spain",40.03097,4.16531,"Apartment","Entire home/apt",3,1,3,45,2,1125,0,"2020-04-30",1350
"176",3091857,"Ciutadella de Menorca","menorca","spain",39.96956,3.83393,"House","Entire home/apt",6,3,5,75,4,30,30,"2020-04-30",0
"177",3116927,"Sant Lluís","menorca","spain",39.81943,4.24075,"Cottage","Entire home/apt",8,4,7,475,6,180,22,"2020-04-30",3800
"178",3127181,"Es Mercadal","menorca","spain",40.05368,4.04011,"Cottage","Entire home/apt",5,3,3,199,6,30,29,"2020-04-30",199
"179",3148291,"Es Mercadal","menorca","spain",40.05709,4.13039,"House","Entire home/apt",4,3,7,140,7,30,29,"2020-04-30",140
"180",3154604,"Ciutadella de Menorca","menorca","spain",40.00421,3.79636,"Condominium","Entire home/apt",5,2,5,60,2,1125,30,"2020-04-30",0
"181",3169422,"Mahón","menorca","spain",39.93361,4.25074,"House","Entire home/apt",6,3,3,265,3,1125,28,"2020-04-30",530
